po_no,vendor_code,plant_code,po_date,material,qty,rate,amount
PO-2024-02144,VEND-0098,PLNT-13,2024-01-12,Permitted Colour,257,298.05,76598.85
PO-2024-02145,VEND-0047,PLNT-05,2025-06-13,Menthol Crystals,2241,381.6,855165.6
PO-2024-02145,VEND-0047,PLNT-05,2025-06-13,Edible Starch,2430,30.8,74844.0
PO-2024-02145,VEND-0047,PLNT-05,2025-06-13,Edible Starch,4006,696.25,2789177.5
PO-2024-02145,VEND-0047,PLNT-05,2025-06-13,Refined Sugar,3652,292.51,1068246.52
PO-2024-02146,VEND-0087,PLNT-07,2024-11-23,Mint Flavour,3097,395.24,1224058.28
PO-2024-02146,VEND-0087,PLNT-07,2024-11-23,Citric Acid,4783,648.91,3103736.53
PO-2024-02147,VEND-0029,PLNT-13,2024-11-15,Refined Sugar,3999,546.21,2184293.79
PO-2024-02147,VEND-0029,PLNT-13,2024-11-15,Refined Sugar,4681,32.6,152600.6
PO-2024-02148,VEND-0084,PLNT-05,2024-03-11,Corrugated Box,4744,628.17,2980038.48
PO-2024-02148,VEND-0084,PLNT-05,2024-03-11,PET Bottle 500ml,4622,545.04,2519174.88
PO-2024-02148,VEND-0084,PLNT-05,2024-03-11,Corrugated Box,2687,390.54,1049380.98
PO-2024-02148,VEND-0084,PLNT-05,2024-03-11,PET Bottle 500ml,1343,836.53,1123459.79
PO-2024-02149,VEND-0026,PLNT-14,2024-12-27,Mint Flavour,171,848.77,145139.67
PO-2024-02150,VEND-0014,PLNT-14,2025-05-23,Mint Flavour,2789,871.27,2429972.03
PO-2024-02150,VEND-0014,PLNT-14,2025-05-23,Cardamom Oil,2141,811.89,1738256.49
PO-2024-02150,VEND-0014,PLNT-14,2025-05-23,Cocoa Mass,4558,88.21,402061.18
PO-2024-02150,VEND-0014,PLNT-14,2025-05-23,Cardamom Oil,3809,634.3,2416048.7
PO-2024-02151,VEND-0064,PLNT-09,2024-07-20,Cocoa Mass,2070,874.42,1810049.4
PO-2024-02152,VEND-0052,PLNT-13,2024-02-22,IT AMC,296,360.41,106681.36
PO-2024-02152,VEND-0052,PLNT-13,2024-02-22,Consulting,588,215.12,126490.56
PO-2024-02152,VEND-0052,PLNT-13,2024-02-22,IT AMC,4581,855.91,3920923.71
PO-2024-02153,VEND-0061,PLNT-09,2025-04-23,Mint Flavour,1800,892.0,1605600.0
PO-2024-02153,VEND-0061,PLNT-09,2025-04-23,Cardamom Oil,4500,580.52,2612340.0
PO-2024-02153,VEND-0061,PLNT-09,2025-04-23,Cocoa Mass,4783,36.53,174722.99
PO-2024-02154,VEND-0119,PLNT-04,2024-06-04,AMC-Machinery,3404,556.06,1892828.24
PO-2024-02154,VEND-0119,PLNT-04,2024-06-04,Housekeeping,2460,87.27,214684.2
PO-2024-02154,VEND-0119,PLNT-04,2024-06-04,AMC-Machinery,4661,858.83,4003006.63
PO-2024-02155,VEND-0033,PLNT-03,2024-07-06,Menthol Crystals,1740,616.82,1073266.8
PO-2024-02155,VEND-0033,PLNT-03,2024-07-06,Milk Solids,814,747.03,608082.42
PO-2024-02155,VEND-0033,PLNT-03,2024-07-06,Glucose Syrup,3888,167.97,653067.36
PO-2024-02155,VEND-0033,PLNT-03,2024-07-06,Glucose Syrup,2499,54.66,136595.34
PO-2024-02156,VEND-0032,PLNT-11,2024-01-24,Menthol Crystals,3801,854.2,3246814.2
PO-2024-02156,VEND-0032,PLNT-11,2024-01-24,Refined Sugar,4210,741.29,3120830.9
PO-2024-02157,VEND-0072,PLNT-13,2024-11-02,Cold-Chain Haulage,1909,389.7,743937.3
PO-2024-02158,VEND-0055,PLNT-03,2025-04-11,AMC-Machinery,1463,60.77,88906.51
PO-2024-02158,VEND-0055,PLNT-03,2025-04-11,AMC-Machinery,4761,735.86,3503429.46
PO-2024-02158,VEND-0055,PLNT-03,2025-04-11,Consulting,1904,144.57,275261.28
PO-2024-02159,VEND-0009,PLNT-03,2024-06-22,AMC-Machinery,3797,559.25,2123472.25
PO-2024-02159,VEND-0009,PLNT-03,2024-06-22,AMC-Machinery,481,561.84,270245.04
PO-2024-02159,VEND-0009,PLNT-03,2024-06-22,IT AMC,1722,741.76,1277310.72
PO-2024-02160,VEND-0054,PLNT-06,2024-08-19,IT AMC,1148,451.3,518092.4
PO-2024-02161,VEND-0038,PLNT-14,2025-05-31,Corrugated Box,60,812.31,48738.6
PO-2024-02161,VEND-0038,PLNT-14,2025-05-31,Mono Carton,904,661.89,598348.56
PO-2024-02161,VEND-0038,PLNT-14,2025-05-31,PET Bottle 500ml,2906,144.18,418987.08
PO-2024-02162,VEND-0029,PLNT-08,2024-12-14,Menthol Crystals,3522,216.38,762090.36
PO-2024-02162,VEND-0029,PLNT-08,2024-12-14,Refined Sugar,1284,18.37,23587.08
PO-2024-02162,VEND-0029,PLNT-08,2024-12-14,Edible Starch,1085,259.46,281514.1
PO-2024-02163,VEND-0027,PLNT-12,2025-02-16,Primary Freight,930,514.77,478736.1
PO-2024-02164,VEND-0117,PLNT-15,2024-08-17,Security Services,3610,588.78,2125495.8
PO-2024-02164,VEND-0117,PLNT-15,2024-08-17,IT AMC,1059,119.13,126158.67
PO-2024-02165,VEND-0038,PLNT-04,2024-07-05,Shrink Sleeve,3155,318.7,1005498.5
PO-2024-02165,VEND-0038,PLNT-04,2024-07-05,PET Bottle 500ml,4876,722.27,3521788.52
PO-2024-02165,VEND-0038,PLNT-04,2024-07-05,Shrink Sleeve,2137,217.85,465545.45
PO-2024-02166,VEND-0018,PLNT-03,2024-02-09,Secondary Freight,1096,633.05,693822.8
PO-2024-02166,VEND-0018,PLNT-03,2024-02-09,Primary Freight,3492,414.27,1446630.84
PO-2024-02167,VEND-0063,PLNT-04,2024-12-04,Permitted Colour,4392,75.73,332606.16
PO-2024-02168,VEND-0033,PLNT-04,2024-01-19,Milk Solids,3556,83.78,297921.68
PO-2024-02169,VEND-0076,PLNT-11,2024-03-24,Cold-Chain Haulage,2915,65.51,190961.65
PO-2024-02170,VEND-0057,PLNT-04,2024-04-22,Glucose Syrup,584,541.47,316218.48
PO-2024-02170,VEND-0057,PLNT-04,2024-04-22,Glucose Syrup,3168,523.65,1658923.2
PO-2024-02171,VEND-0023,PLNT-07,2025-05-22,Mono Carton,2649,597.4,1582512.6
PO-2024-02171,VEND-0023,PLNT-07,2025-05-22,Corrugated Box,2264,334.17,756560.88
PO-2024-02171,VEND-0023,PLNT-07,2025-05-22,Corrugated Box,3782,82.59,312355.38
PO-2024-02172,VEND-0076,PLNT-11,2025-04-20,Warehousing,2416,480.0,1159680.0
PO-2024-02172,VEND-0076,PLNT-11,2025-04-20,Warehousing,1262,645.1,814116.2
PO-2024-02172,VEND-0076,PLNT-11,2025-04-20,Secondary Freight,3520,400.47,1409654.4
PO-2024-02172,VEND-0076,PLNT-11,2025-04-20,Warehousing,1795,648.8,1164596.0
PO-2024-02173,VEND-0039,PLNT-03,2024-10-11,Mono Carton,65,623.72,40541.8
PO-2024-02173,VEND-0039,PLNT-03,2024-10-11,Shrink Sleeve,3432,896.18,3075689.76
PO-2024-02173,VEND-0039,PLNT-03,2024-10-11,Wrapper Film,3550,169.47,601618.5
PO-2024-02174,VEND-0061,PLNT-15,2025-05-26,Mint Flavour,4817,895.04,4311407.68
PO-2024-02174,VEND-0061,PLNT-15,2025-05-26,Mint Flavour,1457,899.36,1310367.52
PO-2024-02174,VEND-0061,PLNT-15,2025-05-26,Permitted Colour,4018,566.24,2275152.32
PO-2024-02175,VEND-0032,PLNT-07,2025-05-10,Milk Solids,595,278.03,165427.85
PO-2024-02175,VEND-0032,PLNT-07,2025-05-10,Menthol Crystals,588,770.89,453283.32
PO-2024-02175,VEND-0032,PLNT-07,2025-05-10,Edible Starch,1340,216.05,289507.0
PO-2024-02175,VEND-0032,PLNT-07,2025-05-10,Edible Starch,1515,470.76,713201.4
PO-2024-02176,VEND-0087,PLNT-11,2024-09-29,Mint Flavour,206,719.89,148297.34
PO-2024-02177,VEND-0094,PLNT-09,2025-05-06,Consulting,751,697.13,523544.63
PO-2024-02177,VEND-0094,PLNT-09,2025-05-06,Security Services,4508,648.56,2923708.48
PO-2024-02178,VEND-0035,PLNT-13,2025-06-13,Security Services,2146,864.81,1855882.26
PO-2024-02178,VEND-0035,PLNT-13,2025-06-13,AMC-Machinery,1586,668.05,1059527.3
PO-2024-02178,VEND-0035,PLNT-13,2025-06-13,Housekeeping,4483,692.16,3102953.28
PO-2024-02179,VEND-0003,PLNT-02,2024-09-30,Corrugated Box,2997,337.97,1012896.09
PO-2024-02179,VEND-0003,PLNT-02,2024-09-30,Corrugated Box,3523,853.82,3008007.86
PO-2024-02179,VEND-0003,PLNT-02,2024-09-30,Mono Carton,1769,154.99,274177.31
PO-2024-02180,VEND-0045,PLNT-14,2024-05-31,Glucose Syrup,250,390.83,97707.5
PO-2024-02180,VEND-0045,PLNT-14,2024-05-31,Milk Solids,1130,293.66,331835.8
PO-2024-02180,VEND-0045,PLNT-14,2024-05-31,Edible Starch,2299,604.55,1389860.45
PO-2024-02181,VEND-0071,PLNT-03,2024-02-10,Primary Freight,554,64.12,35522.48
PO-2024-02181,VEND-0071,PLNT-03,2024-02-10,Cold-Chain Haulage,4525,632.91,2863917.75
PO-2024-02182,VEND-0105,PLNT-14,2024-01-22,Consulting,4681,286.85,1342744.85
PO-2024-02182,VEND-0105,PLNT-14,2024-01-22,Security Services,2700,13.18,35586.0
PO-2024-02182,VEND-0105,PLNT-14,2024-01-22,Housekeeping,777,266.42,207008.34
PO-2024-02182,VEND-0105,PLNT-14,2024-01-22,Housekeeping,3253,231.09,751735.77
PO-2024-02183,VEND-0014,PLNT-15,2024-04-04,Mint Flavour,4749,280.96,1334279.04
PO-2024-02183,VEND-0014,PLNT-15,2024-04-04,Citric Acid,81,80.19,6495.39
PO-2024-02184,VEND-0013,PLNT-04,2024-06-24,Consulting,2974,282.26,839441.24
PO-2024-02184,VEND-0013,PLNT-04,2024-06-24,Housekeeping,2395,334.51,801151.45
PO-2024-02184,VEND-0013,PLNT-04,2024-06-24,IT AMC,2394,234.97,562518.18
PO-2024-02185,VEND-0009,PLNT-03,2024-03-08,AMC-Machinery,3707,758.55,2811944.85
PO-2024-02185,VEND-0009,PLNT-03,2024-03-08,Consulting,4512,481.29,2171580.48
PO-2024-02185,VEND-0009,PLNT-03,2024-03-08,Consulting,4725,834.31,3942114.75
PO-2024-02185,VEND-0009,PLNT-03,2024-03-08,Consulting,3954,28.84,114033.36
PO-2024-02186,VEND-0049,PLNT-07,2024-04-20,Secondary Freight,4651,723.55,3365231.05
PO-2024-02186,VEND-0049,PLNT-07,2024-04-20,Cold-Chain Haulage,2840,857.28,2434675.2
PO-2024-02186,VEND-0049,PLNT-07,2024-04-20,Cold-Chain Haulage,1514,34.09,51612.26
PO-2024-02186,VEND-0049,PLNT-07,2024-04-20,Cold-Chain Haulage,4220,558.25,2355815.0
PO-2024-02187,VEND-0076,PLNT-05,2025-04-13,Secondary Freight,3614,413.71,1495147.94
PO-2024-02187,VEND-0076,PLNT-05,2025-04-13,Warehousing,1984,32.06,63607.04
PO-2024-02188,VEND-0008,PLNT-10,2024-12-31,Wrapper Film,4637,784.86,3639395.82
PO-2024-02188,VEND-0008,PLNT-10,2024-12-31,PET Bottle 500ml,3567,200.12,713828.04
PO-2024-02189,VEND-0025,PLNT-10,2025-05-24,Edible Starch,1860,185.79,345569.4
PO-2024-02189,VEND-0025,PLNT-10,2025-05-24,Edible Starch,3799,649.51,2467488.49
PO-2024-02190,VEND-0048,PLNT-07,2024-02-19,Cocoa Mass,1276,107.09,136646.84
PO-2024-02190,VEND-0048,PLNT-07,2024-02-19,Citric Acid,3500,112.17,392595.0
PO-2024-02190,VEND-0048,PLNT-07,2024-02-19,Mint Flavour,1186,344.94,409098.84
PO-2024-02191,VEND-0046,PLNT-01,2024-09-02,Warehousing,1307,799.29,1044672.03
PO-2024-02191,VEND-0046,PLNT-01,2024-09-02,Warehousing,1696,864.14,1465581.44
PO-2024-02191,VEND-0046,PLNT-01,2024-09-02,Primary Freight,4545,169.44,770104.8
PO-2024-02192,VEND-0047,PLNT-14,2024-12-02,Refined Sugar,473,73.74,34879.02
PO-2024-02192,VEND-0047,PLNT-14,2024-12-02,Milk Solids,1900,725.77,1378963.0
PO-2024-02192,VEND-0047,PLNT-14,2024-12-02,Menthol Crystals,3050,238.93,728736.5
PO-2024-02193,VEND-0111,PLNT-14,2025-03-03,Secondary Freight,2066,68.67,141872.22
PO-2024-02193,VEND-0111,PLNT-14,2025-03-03,Warehousing,1105,670.58,740990.9
PO-2024-02193,VEND-0111,PLNT-14,2025-03-03,Primary Freight,4580,620.4,2841432.0
PO-2024-02194,VEND-0005,PLNT-06,2024-06-02,Warehousing,4617,667.62,3082401.54
PO-2024-02194,VEND-0005,PLNT-06,2024-06-02,Warehousing,2425,50.03,121322.75
PO-2024-02194,VEND-0005,PLNT-06,2024-06-02,Cold-Chain Haulage,2371,33.25,78835.75
PO-2024-02195,VEND-0100,PLNT-11,2024-11-17,Citric Acid,4744,164.42,780008.48
PO-2024-02195,VEND-0100,PLNT-11,2024-11-17,Citric Acid,820,56.26,46133.2
PO-2024-02195,VEND-0100,PLNT-11,2024-11-17,Citric Acid,1413,890.23,1257894.99
PO-2024-02195,VEND-0100,PLNT-11,2024-11-17,Citric Acid,865,436.8,377832.0
PO-2024-02196,VEND-0008,PLNT-01,2024-06-23,Shrink Sleeve,4866,272.9,1327931.4
PO-2024-02196,VEND-0008,PLNT-01,2024-06-23,Wrapper Film,967,228.46,220920.82
PO-2024-02197,VEND-0022,PLNT-13,2024-06-15,Permitted Colour,2861,482.78,1381233.58
PO-2024-02197,VEND-0022,PLNT-13,2024-06-15,Cardamom Oil,2707,295.59,800162.13
PO-2024-02197,VEND-0022,PLNT-13,2024-06-15,Citric Acid,4758,574.66,2734232.28
PO-2024-02198,VEND-0042,PLNT-03,2025-02-01,Edible Starch,1081,9.35,10107.35
PO-2024-02198,VEND-0042,PLNT-03,2025-02-01,Edible Starch,2528,599.13,1514600.64
PO-2024-02198,VEND-0042,PLNT-03,2025-02-01,Refined Sugar,3549,601.54,2134865.46
PO-2024-02199,VEND-0055,PLNT-12,2024-12-11,AMC-Machinery,1232,470.74,579951.68
PO-2024-02199,VEND-0055,PLNT-12,2024-12-11,IT AMC,3244,742.67,2409221.48
PO-2024-02199,VEND-0055,PLNT-12,2024-12-11,IT AMC,2597,394.67,1024957.99
PO-2024-02199,VEND-0055,PLNT-12,2024-12-11,Housekeeping,4396,886.09,3895251.64
PO-2024-02200,VEND-0094,PLNT-08,2024-10-06,AMC-Machinery,4726,769.22,3635333.72
PO-2024-02200,VEND-0094,PLNT-08,2024-10-06,Consulting,732,171.52,125552.64
PO-2024-02200,VEND-0094,PLNT-08,2024-10-06,Security Services,2953,885.66,2615353.98
PO-2024-02200,VEND-0094,PLNT-08,2024-10-06,Housekeeping,2156,94.57,203892.92
PO-2024-02201,VEND-0082,PLNT-05,2024-09-24,Warehousing,4764,497.91,2372043.24
PO-2024-02201,VEND-0082,PLNT-05,2024-09-24,Primary Freight,3421,783.24,2679464.04
PO-2024-02201,VEND-0082,PLNT-05,2024-09-24,Primary Freight,4409,21.05,92809.45
PO-2024-02201,VEND-0082,PLNT-05,2024-09-24,Cold-Chain Haulage,2351,308.53,725354.03
PO-2024-02202,VEND-0014,PLNT-10,2025-06-03,Cocoa Mass,228,162.49,37047.72
PO-2024-02202,VEND-0014,PLNT-10,2025-06-03,Mint Flavour,4082,633.54,2586110.28
PO-2024-02203,VEND-0037,PLNT-01,2024-02-08,Cardamom Oil,748,560.79,419470.92
PO-2024-02203,VEND-0037,PLNT-01,2024-02-08,Mint Flavour,1755,742.16,1302490.8
PO-2024-02203,VEND-0037,PLNT-01,2024-02-08,Cocoa Mass,482,727.54,350674.28
PO-2024-02204,VEND-0101,PLNT-09,2025-04-24,Glucose Syrup,265,855.69,226757.85
PO-2024-02205,VEND-0090,PLNT-10,2024-12-24,Mint Flavour,4096,758.99,3108823.04
PO-2024-02205,VEND-0090,PLNT-10,2024-12-24,Cardamom Oil,3226,893.34,2881914.84
PO-2024-02205,VEND-0090,PLNT-10,2024-12-24,Cardamom Oil,4892,75.67,370177.64
PO-2024-02205,VEND-0090,PLNT-10,2024-12-24,Permitted Colour,2266,251.56,570034.96
PO-2024-02206,VEND-0090,PLNT-13,2024-04-05,Mint Flavour,3161,53.01,167564.61
PO-2024-02206,VEND-0090,PLNT-13,2024-04-05,Cocoa Mass,3434,885.93,3042283.62
PO-2024-02206,VEND-0090,PLNT-13,2024-04-05,Cocoa Mass,2415,283.79,685352.85
PO-2024-02206,VEND-0090,PLNT-13,2024-04-05,Cardamom Oil,4048,428.01,1732584.48
PO-2024-02207,VEND-0041,PLNT-01,2024-12-31,Shrink Sleeve,2586,46.54,120352.44
PO-2024-02207,VEND-0041,PLNT-01,2024-12-31,PET Bottle 500ml,1840,311.5,573160.0
PO-2024-02208,VEND-0033,PLNT-03,2024-12-15,Edible Starch,2806,387.82,1088222.92
PO-2024-02208,VEND-0033,PLNT-03,2024-12-15,Glucose Syrup,2174,149.99,326078.26
PO-2024-02208,VEND-0033,PLNT-03,2024-12-15,Refined Sugar,4109,207.74,853603.66
PO-2024-02209,VEND-0084,PLNT-03,2024-04-12,Shrink Sleeve,2208,376.98,832371.84
PO-2024-02209,VEND-0084,PLNT-03,2024-04-12,Shrink Sleeve,3232,685.46,2215406.72
PO-2024-02209,VEND-0084,PLNT-03,2024-04-12,Corrugated Box,4381,471.73,2066649.13
PO-2024-02209,VEND-0084,PLNT-03,2024-04-12,Mono Carton,2901,864.23,2507131.23
PO-2024-02210,VEND-0045,PLNT-12,2025-04-02,Milk Solids,2951,868.16,2561940.16
PO-2024-02210,VEND-0045,PLNT-12,2025-04-02,Glucose Syrup,4500,81.39,366255.0
PO-2024-02210,VEND-0045,PLNT-12,2025-04-02,Milk Solids,2485,635.1,1578223.5
PO-2024-02210,VEND-0045,PLNT-12,2025-04-02,Milk Solids,4986,536.73,2676135.78
PO-2024-02211,VEND-0059,PLNT-06,2024-06-30,Permitted Colour,3289,187.03,615141.67
PO-2024-02212,VEND-0105,PLNT-03,2024-03-17,AMC-Machinery,2938,575.03,1689438.14
PO-2024-02213,VEND-0030,PLNT-13,2024-02-21,Milk Solids,3054,839.06,2562489.24
PO-2024-02213,VEND-0030,PLNT-13,2024-02-21,Milk Solids,3817,673.17,2569489.89
PO-2024-02213,VEND-0030,PLNT-13,2024-02-21,Milk Solids,3906,302.57,1181838.42
PO-2024-02213,VEND-0030,PLNT-13,2024-02-21,Menthol Crystals,4287,803.61,3445076.07
PO-2024-02214,VEND-0074,PLNT-03,2024-07-02,Cold-Chain Haulage,3171,293.35,930212.85
PO-2024-02214,VEND-0074,PLNT-03,2024-07-02,Primary Freight,3393,16.25,55136.25
PO-2024-02214,VEND-0074,PLNT-03,2024-07-02,Warehousing,1983,43.77,86795.91
PO-2024-02215,VEND-0005,PLNT-09,2025-03-21,Secondary Freight,1882,25.95,48837.9
PO-2024-02216,VEND-0010,PLNT-12,2024-05-29,Cocoa Mass,3571,368.66,1316484.86
PO-2024-02216,VEND-0010,PLNT-12,2024-05-29,Permitted Colour,2140,312.36,668450.4
PO-2024-02216,VEND-0010,PLNT-12,2024-05-29,Mint Flavour,3822,473.41,1809373.02
PO-2024-02217,VEND-0009,PLNT-03,2024-04-18,IT AMC,4433,420.0,1861860.0
PO-2024-02217,VEND-0009,PLNT-03,2024-04-18,Security Services,4588,41.27,189346.76
PO-2024-02218,VEND-0097,PLNT-06,2024-12-27,Primary Freight,137,337.26,46204.62
PO-2024-02218,VEND-0097,PLNT-06,2024-12-27,Secondary Freight,1423,581.06,826848.38
PO-2024-02219,VEND-0039,PLNT-15,2024-12-16,PET Bottle 500ml,4093,155.31,635683.83
PO-2024-02220,VEND-0112,PLNT-14,2024-01-28,Cold-Chain Haulage,4994,301.75,1506939.5
PO-2024-02220,VEND-0112,PLNT-14,2024-01-28,Primary Freight,4580,84.51,387055.8
PO-2024-02221,VEND-0056,PLNT-07,2024-11-05,Permitted Colour,3092,588.94,1821002.48
PO-2024-02222,VEND-0091,PLNT-06,2025-05-22,Wrapper Film,295,883.7,260691.5
PO-2024-02222,VEND-0091,PLNT-06,2025-05-22,Corrugated Box,2435,72.24,175904.4
PO-2024-02222,VEND-0091,PLNT-06,2025-05-22,Corrugated Box,1244,379.71,472359.24
PO-2024-02222,VEND-0091,PLNT-06,2025-05-22,Corrugated Box,1417,527.77,747850.09
PO-2024-02223,VEND-0032,PLNT-12,2024-11-02,Edible Starch,1423,736.63,1048224.49
PO-2024-02223,VEND-0032,PLNT-12,2024-11-02,Edible Starch,684,445.52,304735.68
PO-2024-02223,VEND-0032,PLNT-12,2024-11-02,Menthol Crystals,2812,275.08,773524.96
PO-2024-02223,VEND-0032,PLNT-12,2024-11-02,Milk Solids,2961,354.52,1049733.72
PO-2024-02224,VEND-0051,PLNT-09,2024-03-14,Mint Flavour,653,599.73,391623.69
PO-2024-02225,VEND-0037,PLNT-07,2024-09-25,Permitted Colour,2486,615.26,1529536.36
PO-2024-02225,VEND-0037,PLNT-07,2024-09-25,Cardamom Oil,2422,397.02,961582.44
PO-2024-02225,VEND-0037,PLNT-07,2024-09-25,Mint Flavour,3574,888.12,3174140.88
PO-2024-02226,VEND-0116,PLNT-08,2025-04-11,AMC-Machinery,4139,121.08,501150.12
PO-2024-02226,VEND-0116,PLNT-08,2025-04-11,AMC-Machinery,3571,298.89,1067336.19
PO-2024-02227,VEND-0087,PLNT-04,2024-03-09,Permitted Colour,3791,210.76,798991.16
PO-2024-02227,VEND-0087,PLNT-04,2024-03-09,Citric Acid,2148,814.76,1750104.48
PO-2024-02228,VEND-0075,PLNT-01,2024-03-18,Permitted Colour,1798,440.1,791299.8
PO-2024-02228,VEND-0075,PLNT-01,2024-03-18,Permitted Colour,4598,345.96,1590724.08
PO-2024-02229,VEND-0037,PLNT-12,2025-05-02,Citric Acid,4147,181.22,751519.34
PO-2024-02229,VEND-0037,PLNT-12,2025-05-02,Permitted Colour,1871,410.35,767764.85
PO-2024-02230,VEND-0081,PLNT-02,2024-01-16,Security Services,1540,658.21,1013643.4
PO-2024-02230,VEND-0081,PLNT-02,2024-01-16,IT AMC,3844,190.97,734088.68
PO-2024-02231,VEND-0056,PLNT-10,2024-02-22,Citric Acid,3976,805.01,3200719.76
PO-2024-02232,VEND-0063,PLNT-13,2024-07-01,Permitted Colour,4488,138.24,620421.12
PO-2024-02232,VEND-0063,PLNT-13,2024-07-01,Cocoa Mass,699,288.3,201521.7
PO-2024-02233,VEND-0036,PLNT-02,2024-04-16,Mono Carton,3627,254.06,921475.62
PO-2024-02233,VEND-0036,PLNT-02,2024-04-16,PET Bottle 500ml,1829,345.36,631663.44
PO-2024-02233,VEND-0036,PLNT-02,2024-04-16,PET Bottle 500ml,4678,199.16,931670.48
PO-2024-02233,VEND-0036,PLNT-02,2024-04-16,PET Bottle 500ml,3922,853.39,3346995.58
PO-2024-02234,VEND-0062,PLNT-10,2025-02-26,AMC-Machinery,2420,669.3,1619706.0
PO-2024-02234,VEND-0062,PLNT-10,2025-02-26,Security Services,1731,731.35,1265966.85
PO-2024-02234,VEND-0062,PLNT-10,2025-02-26,AMC-Machinery,1855,742.92,1378116.6
PO-2024-02234,VEND-0062,PLNT-10,2025-02-26,AMC-Machinery,1499,202.59,303682.41
PO-2024-02235,VEND-0014,PLNT-11,2024-07-20,Mint Flavour,2575,456.49,1175461.75
PO-2024-02235,VEND-0014,PLNT-11,2024-07-20,Cardamom Oil,4920,342.93,1687215.6
PO-2024-02235,VEND-0014,PLNT-11,2024-07-20,Cocoa Mass,2228,48.95,109060.6
PO-2024-02236,VEND-0113,PLNT-14,2025-02-10,Menthol Crystals,1891,651.3,1231608.3
PO-2024-02237,VEND-0002,PLNT-14,2024-03-15,Permitted Colour,1846,161.52,298165.92
PO-2024-02237,VEND-0002,PLNT-14,2024-03-15,Cocoa Mass,4215,124.74,525779.1
PO-2024-02238,VEND-0066,PLNT-05,2025-05-15,Refined Sugar,4260,497.53,2119477.8
PO-2024-02238,VEND-0066,PLNT-05,2025-05-15,Refined Sugar,1105,110.86,122500.3
PO-2024-02239,VEND-0022,PLNT-07,2024-03-30,Citric Acid,3839,115.7,444172.3
PO-2024-02239,VEND-0022,PLNT-07,2024-03-30,Mint Flavour,1435,529.61,759990.35
PO-2024-02239,VEND-0022,PLNT-07,2024-03-30,Cocoa Mass,3078,488.01,1502094.78
PO-2024-02239,VEND-0022,PLNT-07,2024-03-30,Cardamom Oil,472,600.16,283275.52
PO-2024-02240,VEND-0038,PLNT-12,2024-09-06,Mono Carton,4793,438.06,2099621.58
PO-2024-02240,VEND-0038,PLNT-12,2024-09-06,Mono Carton,354,464.23,164337.42
PO-2024-02240,VEND-0038,PLNT-12,2024-09-06,Shrink Sleeve,4682,87.99,411969.18
PO-2024-02240,VEND-0038,PLNT-12,2024-09-06,PET Bottle 500ml,1028,74.82,76914.96
PO-2024-02241,VEND-0017,PLNT-12,2024-03-24,Cardamom Oil,4499,268.83,1209466.17
PO-2024-02241,VEND-0017,PLNT-12,2024-03-24,Permitted Colour,289,373.37,107903.93
PO-2024-02242,VEND-0111,PLNT-13,2025-02-16,Secondary Freight,4156,453.71,1885618.76
PO-2024-02243,VEND-0109,PLNT-13,2024-08-07,Edible Starch,848,281.59,238788.32
PO-2024-02243,VEND-0109,PLNT-13,2024-08-07,Edible Starch,2509,438.51,1100221.59
PO-2024-02243,VEND-0109,PLNT-13,2024-08-07,Milk Solids,4401,434.59,1912630.59
PO-2024-02243,VEND-0109,PLNT-13,2024-08-07,Refined Sugar,1135,212.65,241357.75
PO-2024-02244,VEND-0012,PLNT-13,2025-02-14,Primary Freight,4220,84.83,357982.6
PO-2024-02245,VEND-0049,PLNT-06,2024-10-14,Warehousing,121,681.27,82433.67
PO-2024-02245,VEND-0049,PLNT-06,2024-10-14,Warehousing,113,66.96,7566.48
PO-2024-02245,VEND-0049,PLNT-06,2024-10-14,Primary Freight,1820,461.88,840621.6
PO-2024-02246,VEND-0092,PLNT-08,2025-01-01,Primary Freight,2595,812.34,2108022.3
PO-2024-02247,VEND-0097,PLNT-13,2024-12-10,Secondary Freight,3534,141.95,501651.3
PO-2024-02247,VEND-0097,PLNT-13,2024-12-10,Primary Freight,445,295.47,131484.15
PO-2024-02247,VEND-0097,PLNT-13,2024-12-10,Cold-Chain Haulage,4541,54.15,245895.15
PO-2024-02248,VEND-0078,PLNT-14,2024-07-12,Housekeeping,1290,19.93,25709.7
PO-2024-02248,VEND-0078,PLNT-14,2024-07-12,AMC-Machinery,4335,730.53,3166847.55
PO-2024-02248,VEND-0078,PLNT-14,2024-07-12,Consulting,2057,35.09,72180.13
PO-2024-02248,VEND-0078,PLNT-14,2024-07-12,AMC-Machinery,4906,654.67,3211811.02
PO-2024-02249,VEND-0119,PLNT-10,2025-03-06,Consulting,4429,639.48,2832256.92
PO-2024-02249,VEND-0119,PLNT-10,2025-03-06,IT AMC,1973,208.09,410561.57
PO-2024-02249,VEND-0119,PLNT-10,2025-03-06,IT AMC,1497,465.19,696389.43
PO-2024-02249,VEND-0119,PLNT-10,2025-03-06,Housekeeping,1984,301.89,598949.76
PO-2024-02250,VEND-0083,PLNT-13,2024-07-29,Edible Starch,3252,220.0,715440.0
PO-2024-02250,VEND-0083,PLNT-13,2024-07-29,Menthol Crystals,1690,122.3,206687.0
PO-2024-02250,VEND-0083,PLNT-13,2024-07-29,Menthol Crystals,3485,565.93,1972266.05
PO-2024-02251,VEND-0100,PLNT-06,2025-06-02,Cardamom Oil,177,770.95,136458.15
