invoice_no,material,qty,rate,amount
INV/002960,Citric Acid,4712,492.34,2319906.08
INV/002961,Edible Starch,2158,155.27,335072.66
INV/002962,Cocoa Mass,1651,501.48,827943.48
INV/002962,Citric Acid,3783,704.34,2664518.22
INV/002963,Cardamom Oil,3642,452.36,1647495.12
INV/002963,Citric Acid,624,495.03,308898.72
INV/002963,Permitted Colour,3284,718.33,2358995.72
INV/002963-D,Cardamom Oil,3642,452.36,1647495.12
INV/002963-D,Citric Acid,624,495.03,308898.72
INV/002963-D,Permitted Colour,3284,718.33,2358995.72
INV/002964,Secondary Freight,2394,786.16,1882067.04
INV/002964,Warehousing,2560,188.4,482304.0
INV/002964,Primary Freight,1757,175.49,308335.93
INV/002965,Citric Acid,881,371.91,327652.71
INV/002965,Citric Acid,4761,180.89,861217.29
INV/002966,IT AMC,899,48.67,43754.33
INV/002966,Housekeeping,2294,845.56,1939714.64
INV/002966,Security Services,3254,243.73,793097.42
INV/002967,Corrugated Box,2707,534.19,1446052.33
INV/002967,Mono Carton,4294,881.02,3783099.88
INV/002967,Mono Carton,4826,889.76,4293981.76
INV/002968,Glucose Syrup,1172,29.79,34913.88
INV/002968,Glucose Syrup,3785,121.71,460672.35
INV/002968,Milk Solids,2832,250.17,708481.44
INV/002969,AMC-Machinery,2862,224.86,643549.32
INV/002970,Milk Solids,359,857.93,307996.87
INV/002971,Primary Freight,4405,624.64,2751539.2
INV/002971,Primary Freight,1088,130.58,142071.04
INV/002972,Cocoa Mass,2518,720.88,1815175.84
INV/002972,Permitted Colour,621,322.13,200042.73
INV/002973,Cold-Chain Haulage,3457,144.24,498637.68
INV/002973,Cold-Chain Haulage,3446,667.93,2301686.78
INV/002973,Secondary Freight,2600,670.13,1742338.0
INV/002973,Warehousing,3634,315.63,1146999.42
INV/002974,Permitted Colour,1079,799.99,863189.21
INV/002974,Citric Acid,4581,418.67,1917927.27
INV/002974,Cardamom Oil,3122,792.73,2474903.06
INV/002974,Permitted Colour,1235,731.04,902834.4
INV/002975,Warehousing,1097,199.56,218917.32
INV/002975,Primary Freight,3901,831.94,3245397.94
INV/002975,Warehousing,4432,722.02,3199992.64
INV/002975,Secondary Freight,4679,121.44,568217.76
INV/002976,Shrink Sleeve,1114,419.06,466832.84
INV/002976,Wrapper Film,2299,434.38,998639.62
INV/002977,Security Services,191,413.87,79049.17
INV/002977,Consulting,3216,806.7,2594347.2
INV/002977,AMC-Machinery,681,53.77,36617.37
INV/002978,Cardamom Oil,75,234.32,17574.0
INV/002978,Mint Flavour,4810,248.98,1197593.8
INV/002979,Menthol Crystals,144,325.05,46807.2
INV/002979,Edible Starch,925,463.83,429042.75
INV/002979,Refined Sugar,1158,616.85,714312.3
INV/002979,Edible Starch,2976,487.33,1450294.08
INV/002980,Cocoa Mass,730,41.03,29951.9
INV/002981,Menthol Crystals,4548,481.68,2190680.64
INV/002981,Glucose Syrup,3020,377.53,1140140.6
INV/002981,Menthol Crystals,3583,180.99,648487.17
INV/002982,Housekeeping,812,714.27,579987.24
INV/002982,Housekeeping,1903,180.22,342958.66
INV/002982,IT AMC,4024,846.46,3406155.04
INV/002983,Secondary Freight,821,540.66,443881.86
INV/002983,Primary Freight,2957,154.71,457477.47
INV/002983,Primary Freight,1966,224.11,440600.26
INV/002984,Shrink Sleeve,2471,188.94,466870.74
INV/002985,Wrapper Film,2750,390.5,1073875.0
INV/002985,Shrink Sleeve,938,129.78,121733.64
INV/002986,Cocoa Mass,3660,163.92,599947.2
INV/002987,Menthol Crystals,2029,874.58,1774522.82
INV/002987,Glucose Syrup,2514,77.74,195438.36
INV/002987,Menthol Crystals,3971,149.77,594736.67
INV/002987,Edible Starch,4540,131.3,596102.0
INV/002988,Milk Solids,3006,605.12,1818990.72
INV/002989,Primary Freight,4226,431.53,1823645.78
INV/002989,Cold-Chain Haulage,1716,469.93,806399.88
INV/002990,Secondary Freight,1643,32.37,53183.91
INV/002991,PET Bottle 500ml,4708,429.99,2024392.92
INV/002991,Corrugated Box,4543,404.0,1835372.0
INV/002991,PET Bottle 500ml,4414,434.03,1915808.42
INV/002991,PET Bottle 500ml,2556,200.58,512682.48
INV/002992,Consulting,3075,715.72,2200839.0
INV/002993,Primary Freight,735,861.39,633121.65
INV/002994,Security Services,3833,708.36,2715143.88
INV/002994,Security Services,1562,487.08,760818.96
INV/002995,Refined Sugar,2174,380.3,826772.2
INV/002996,Citric Acid,2315,837.68,1939229.2
INV/002996,Cocoa Mass,4363,297.52,1298079.76
INV/002997,Shrink Sleeve,2180,306.22,667559.6
INV/002997,PET Bottle 500ml,442,231.41,102283.22
INV/002997,Shrink Sleeve,1539,839.87,1292559.93
INV/002997,PET Bottle 500ml,3734,736.51,2750128.34
INV/002998,Primary Freight,4623,113.92,526652.16
INV/002998,Warehousing,1413,733.78,1036831.14
INV/002998,Primary Freight,4762,642.73,3060680.26
INV/002998,Secondary Freight,3135,310.7,974044.5
INV/002999,Citric Acid,4787,431.74,2066739.38
INV/003000,Cocoa Mass,3620,374.29,1354929.8
INV/003001,IT AMC,4932,427.43,2108084.76
INV/003001,AMC-Machinery,3620,760.15,2751743.0
INV/003001,AMC-Machinery,3331,894.3,2978913.3
INV/003002,PET Bottle 500ml,1418,280.57,397848.26
INV/003003,Consulting,908,185.83,168733.64
INV/003003,Consulting,586,724.69,424668.34
INV/003004,Housekeeping,2040,709.3,1446972.0
INV/003004,Security Services,489,263.38,128792.82
INV/003004,Security Services,2903,877.78,2548195.34
INV/003005,Permitted Colour,434,836.51,363045.34
INV/003005,Permitted Colour,830,156.59,129969.7
INV/003005,Permitted Colour,3139,737.0,2313443.0
INV/003006,Secondary Freight,3952,438.0,1730976.0
INV/003006,Cold-Chain Haulage,1942,43.81,85079.02
INV/003006,Primary Freight,3668,291.75,1070139.0
INV/003006,Secondary Freight,221,213.7,47227.7
INV/003007,Housekeeping,2486,522.43,1298760.98
INV/003007,Consulting,2812,799.21,2247378.52
INV/003007,Housekeeping,278,86.76,24119.28
INV/003007,Consulting,4322,423.3,1829502.6
INV/003008,Menthol Crystals,3072,716.58,2201333.76
INV/003008,Menthol Crystals,2454,385.28,945477.12
INV/003009,Primary Freight,2857,878.5,2509874.5
INV/003010,Refined Sugar,4224,786.46,3322007.04
INV/003010,Glucose Syrup,2708,843.06,2283006.48
INV/003011,Menthol Crystals,4033,21.6,87112.8
INV/003012,Secondary Freight,4213,274.59,1156847.67
INV/003012,Cold-Chain Haulage,1614,296.69,478857.66
INV/003012,Cold-Chain Haulage,4273,216.52,925189.96
INV/003012,Warehousing,1369,218.26,298797.94
INV/003013,Mint Flavour,1685,120.81,203564.85
INV/003014,Edible Starch,1326,845.54,1121186.04
INV/003014,Glucose Syrup,3219,892.51,2872989.69
INV/003015,Milk Solids,4537,32.84,148995.08
INV/003016,IT AMC,4785,530.18,2536911.3
INV/003017,Security Services,193,823.44,158923.92
INV/003017,AMC-Machinery,979,57.84,56625.36
INV/003017,AMC-Machinery,1944,412.72,802327.68
INV/003018,Cold-Chain Haulage,1774,15.66,27780.84
INV/003018,Warehousing,1098,74.29,81570.42
INV/003018,Primary Freight,1033,815.61,842525.13
INV/003019,Corrugated Box,1599,731.45,1169588.55
INV/003020,Cardamom Oil,3930,717.71,2820600.3
INV/003020,Cardamom Oil,651,375.94,244736.94
INV/003020,Citric Acid,1149,35.04,40260.96
INV/003021,Citric Acid,610,712.77,434789.7
INV/003021,Citric Acid,969,127.62,123663.78
INV/003021,Permitted Colour,913,703.1,641930.3
INV/003021,Cocoa Mass,3333,352.52,1174949.16
INV/003022,Consulting,3183,47.75,151988.25
INV/003022,Housekeeping,1723,264.69,456060.87
INV/003022,Consulting,255,255.06,65040.3
INV/003023,Citric Acid,4057,367.44,1490704.08
INV/003023,Cardamom Oil,3799,774.17,2941071.83
INV/003023,Permitted Colour,609,516.64,314633.76
INV/003023,Cocoa Mass,3109,287.21,892935.89
INV/003024,Mint Flavour,3015,557.71,1681495.65
INV/003025,Cardamom Oil,4689,93.24,437202.36
INV/003025,Mint Flavour,1315,302.98,398418.7
INV/003025,Permitted Colour,4020,626.85,2519937.0
INV/003025,Cocoa Mass,4678,521.29,2438594.62
INV/003026,Citric Acid,3302,778.92,2571993.84
INV/003026,Cocoa Mass,1411,244.27,344664.97
INV/003026,Permitted Colour,3138,44.68,140205.84
INV/003026,Permitted Colour,685,465.1,318593.5
INV/003027,Citric Acid,1377,813.91,1120754.07
INV/003027,Mint Flavour,3335,664.03,2214540.05
INV/003027,Mint Flavour,914,453.54,414535.56
INV/003027,Cardamom Oil,1328,368.67,489593.76
INV/003028,Citric Acid,909,201.84,183472.56
INV/003028,Cardamom Oil,4349,314.17,1366325.33
INV/003029,AMC-Machinery,494,816.79,403494.26
INV/003029,Housekeeping,3835,477.11,1829716.85
INV/003029,AMC-Machinery,3724,329.85,1228361.4
INV/003029,Security Services,3190,393.37,1254850.3
INV/003030,AMC-Machinery,4380,106.13,464849.4
INV/003030,Security Services,4263,185.99,792875.37
INV/003030,Housekeeping,3619,334.66,1211134.54
INV/003031,Cocoa Mass,4383,206.06,903160.98
INV/003031,Mint Flavour,2195,754.53,1656193.35
INV/003031,Cocoa Mass,1721,87.95,151361.95
INV/003032,Warehousing,1713,69.93,119790.09
INV/003032,Cold-Chain Haulage,602,845.51,508997.02
INV/003032,Secondary Freight,4840,589.5,2853180.0
INV/003032,Primary Freight,1183,840.86,994737.38
INV/003033,Glucose Syrup,1178,750.62,884230.36
INV/003033,Edible Starch,453,266.29,120629.37
INV/003034,Consulting,1604,72.53,116338.12
INV/003034,AMC-Machinery,3852,565.45,2178113.4
INV/003035,Edible Starch,3417,419.38,1433021.46
INV/003036,Permitted Colour,2721,493.01,1341480.21
INV/003036,Mint Flavour,1775,322.7,572792.5
INV/003036,Permitted Colour,2089,302.68,632298.52
INV/003037,IT AMC,4512,70.16,316561.92
INV/003038,Warehousing,3615,829.51,2998678.65
INV/003038,Cold-Chain Haulage,4244,633.37,2688022.28
INV/003038,Cold-Chain Haulage,4357,143.3,624358.1
INV/003038,Secondary Freight,2934,311.13,912855.42
INV/003039,Mint Flavour,3692,309.75,1143597.0
INV/003039,Citric Acid,3374,612.95,2068093.3
INV/003040,Primary Freight,1267,719.34,911403.78
INV/003040,Cold-Chain Haulage,2551,258.89,660428.39
INV/003041,Mint Flavour,1927,113.09,217924.43
INV/003041,Mint Flavour,4445,125.74,558914.3
INV/003041,Citric Acid,403,258.86,104320.58
INV/003042,Cold-Chain Haulage,425,390.58,165996.5
INV/003042,Warehousing,4231,556.83,2355947.73
INV/003043,Permitted Colour,3616,857.91,3102202.56
INV/003043,Mint Flavour,1241,482.39,598645.99
INV/003044,Refined Sugar,2535,788.42,1998644.7
INV/003044,Edible Starch,1415,500.93,708815.95
INV/003044,Refined Sugar,4033,667.39,2691583.87
INV/003044,Milk Solids,802,148.25,118896.5
INV/003045,Cardamom Oil,1391,398.11,553771.01
INV/003045,Citric Acid,3611,601.88,2173388.68
INV/003045,Mint Flavour,2663,573.46,1527123.98
INV/003046,Permitted Colour,3496,250.76,876656.96
INV/003047,Mono Carton,4050,780.54,3161187.0
INV/003047,PET Bottle 500ml,3150,675.62,2128203.0
INV/003048,Milk Solids,379,548.73,207968.67
INV/003049,IT AMC,452,771.39,348668.28
INV/003049,Security Services,3938,678.54,2672090.52
INV/003049,Security Services,4558,546.93,2492906.94
INV/003050,Glucose Syrup,1508,620.28,935382.24
INV/003050,Milk Solids,4484,392.49,1759925.16
INV/003050,Refined Sugar,1555,298.06,463483.3
INV/003050,Edible Starch,1444,126.06,182030.64
INV/003051,Primary Freight,4408,587.76,2590846.08
INV/003051,Warehousing,1299,404.42,525341.58
INV/003051,Cold-Chain Haulage,4226,207.77,878036.02
INV/003051,Warehousing,4984,770.42,3839773.28
INV/003052,PET Bottle 500ml,1234,10.72,13228.48
INV/003053,Consulting,244,231.33,56444.52
INV/003053,Housekeeping,533,21.2,11299.6
INV/003053,Housekeeping,2061,580.16,1195709.76
INV/003053,AMC-Machinery,4964,582.07,2889395.48
INV/003054,PET Bottle 500ml,3974,727.95,2892873.3
INV/003054-D,PET Bottle 500ml,3974,727.95,2892873.3
INV/003055,Cold-Chain Haulage,496,259.87,128895.52
INV/003055,Warehousing,3424,148.24,507573.76
INV/003055,Secondary Freight,2048,636.1,1302732.8
INV/003056,Refined Sugar,2091,447.21,935116.11
INV/003056,Menthol Crystals,4855,361.27,1753965.85
INV/003056,Glucose Syrup,4502,580.9,2615211.8
INV/003057,Refined Sugar,653,535.06,349394.18
INV/003057,Refined Sugar,2930,693.71,2032570.3
INV/003057,Glucose Syrup,3650,626.87,2288075.5
INV/003057,Refined Sugar,3982,698.27,2780511.14
INV/003058,Housekeeping,125,611.13,76391.25
INV/003058,Security Services,2179,557.41,1214596.39
INV/003058,Housekeeping,3583,483.91,1733849.53
INV/003058,Security Services,1720,190.31,327333.2
INV/003059,Consulting,3790,443.6,1681244.0
INV/003059,IT AMC,968,667.73,646362.64
INV/003059,Security Services,4058,689.6,2798396.8
INV/003060,Menthol Crystals,3976,444.71,1768166.96
INV/003060,Menthol Crystals,4616,568.99,2626457.84
INV/003060,Edible Starch,1213,426.45,517283.85
INV/003061,Refined Sugar,392,162.8,63817.6
INV/003061,Menthol Crystals,3233,690.01,2230802.33
INV/003061,Glucose Syrup,4228,652.52,2758854.56
INV/003061,Menthol Crystals,3029,529.36,1603431.44
INV/003062,Milk Solids,3784,680.46,2574860.64
INV/003063,Primary Freight,3483,250.7,873188.1
INV/003064,Edible Starch,3931,547.62,2152694.22
INV/003065,Permitted Colour,1457,50.63,73767.91
INV/003065,Citric Acid,4301,533.34,2293895.34
INV/003065,Citric Acid,4376,684.56,2995634.56
INV/003065,Cocoa Mass,2605,468.68,1220911.4
INV/003066,Milk Solids,2390,850.03,2031571.7
INV/003066,Menthol Crystals,3155,359.14,1133086.7
INV/003067,Glucose Syrup,2174,123.46,268402.04
INV/003068,Refined Sugar,1226,861.01,1055598.26
INV/003068,Glucose Syrup,519,444.41,230648.79
INV/003068,Edible Starch,1848,342.94,633753.12
INV/003068,Menthol Crystals,3331,322.5,1074247.5
INV/003069,Menthol Crystals,2339,11.7,27366.3
INV/003069,Refined Sugar,4111,745.33,3064051.63
INV/003070,Menthol Crystals,4104,25.48,104569.92
INV/003070,Refined Sugar,2119,747.29,1583507.51
INV/003070,Menthol Crystals,2654,494.15,1311474.1
INV/003071,IT AMC,2506,32.84,82297.04
INV/003072,Milk Solids,136,830.53,112952.08
INV/003072,Refined Sugar,2365,585.08,1383714.2
INV/003072,Glucose Syrup,2803,703.19,1971041.57
INV/003073,Edible Starch,1299,508.73,660840.27
INV/003073,Edible Starch,2844,826.34,2350110.96
INV/003073,Edible Starch,1067,462.53,493519.51
INV/003074,Glucose Syrup,2198,780.44,1715407.12
INV/003074,Milk Solids,658,635.47,418139.26
INV/003074,Menthol Crystals,3850,427.78,1646953.0
INV/003074,Edible Starch,3161,18.09,57182.49
INV/003075,Secondary Freight,3516,19.09,67120.44
INV/003076,Cocoa Mass,863,397.88,343370.44
INV/003076,Citric Acid,2408,185.86,447550.88
INV/003077,Edible Starch,1597,492.2,786043.4
INV/003077,Edible Starch,4835,309.31,1495513.85
INV/003077,Menthol Crystals,1207,411.57,496764.99
INV/003077,Milk Solids,759,737.86,560035.74
INV/003078,Mint Flavour,3866,456.75,1765795.5
INV/003078,Cocoa Mass,4786,893.78,4277631.08
INV/003079,Secondary Freight,837,727.08,608565.96
INV/003079,Cold-Chain Haulage,2666,610.81,1628419.46
INV/003079,Primary Freight,1568,489.8,768006.4
INV/003079,Secondary Freight,2863,677.73,1940340.99
INV/003079-D,Secondary Freight,837,727.08,608565.96
INV/003079-D,Cold-Chain Haulage,2666,610.81,1628419.46
INV/003079-D,Primary Freight,1568,489.8,768006.4
INV/003079-D,Secondary Freight,2863,677.73,1940340.99
INV/003080,Housekeeping,4630,788.6,3651218.0
INV/003080,AMC-Machinery,4028,609.05,2453253.4
INV/003080,Housekeeping,2196,484.18,1063259.28
INV/003081,Cold-Chain Haulage,4854,532.99,2587133.46
INV/003081,Primary Freight,1990,303.33,603626.7
INV/003081,Warehousing,2539,139.48,354139.72
INV/003081,Warehousing,2077,669.51,1390572.27
INV/003082,Security Services,2189,521.94,1142526.66
INV/003082,Housekeeping,3138,610.72,1916439.36
INV/003082,Consulting,3429,385.92,1323319.68
INV/003083,Cocoa Mass,4391,418.72,1838599.52
INV/003083,Citric Acid,2847,146.96,418395.12
INV/003083,Cardamom Oil,4693,665.32,3122346.76
INV/003084,Milk Solids,160,669.97,107195.2
INV/003084,Edible Starch,2826,475.57,1343960.82
INV/003085,Cold-Chain Haulage,1611,359.34,578896.74
INV/003085,Primary Freight,1182,571.91,675997.62
INV/003086,Cocoa Mass,4393,71.3,313220.9
INV/003086,Cocoa Mass,1414,245.37,346953.18
INV/003086,Mint Flavour,952,876.9,834808.8
INV/003087,Shrink Sleeve,2981,589.31,1756733.11
INV/003087,Shrink Sleeve,2894,421.18,1218894.92
INV/003087,Wrapper Film,3454,438.62,1514993.48
INV/003088,Cardamom Oil,503,863.48,434330.44
INV/003089,Wrapper Film,3099,678.05,2101276.95
INV/003089,Corrugated Box,1258,105.7,132970.6
INV/003089,Mono Carton,1907,169.07,322416.49
INV/003089,Corrugated Box,4267,359.61,1534455.87
INV/003090,Warehousing,53,14.06,745.18
INV/003091,Milk Solids,4613,689.57,3180986.41
INV/003092,Mint Flavour,2852,339.95,969537.4
INV/003092,Cardamom Oil,4574,754.3,3450168.2
INV/003092,Mint Flavour,1093,615.03,672227.79
INV/003092,Cardamom Oil,3936,406.08,1598330.88
INV/003093,Primary Freight,3410,375.26,1279636.6
INV/003093,Primary Freight,2665,676.66,1803298.9
INV/003093,Cold-Chain Haulage,718,737.14,529266.52
INV/003093,Secondary Freight,4530,449.47,2036099.1
INV/003094,Permitted Colour,4894,415.87,2035267.78
INV/003095,Mono Carton,1302,20.93,27250.86
INV/003095,Wrapper Film,4496,340.86,1532506.56
INV/003095,Corrugated Box,2571,613.02,1576074.42
INV/003095,Shrink Sleeve,857,157.74,135183.18
INV/003096,IT AMC,1188,32.07,38099.16
INV/003097,Cardamom Oil,2773,652.67,1809853.91
INV/003097,Cocoa Mass,1936,545.12,1055352.32
INV/003098,Cardamom Oil,2375,221.25,525468.75
INV/003099,AMC-Machinery,1120,366.97,411006.4
INV/003100,Security Services,4603,193.14,889023.42
INV/003100,Consulting,4810,839.18,4036455.8
INV/003100,Security Services,1781,797.14,1419706.34
INV/003100,Housekeeping,845,438.9,370870.5
INV/003101,Wrapper Film,3235,829.52,2683497.2
INV/003101,Corrugated Box,3319,469.32,1557673.08
INV/003101,Corrugated Box,962,429.67,413342.54
INV/003102,Security Services,981,409.6,401817.6
INV/003102,AMC-Machinery,3348,866.84,2902180.32
INV/003103,Mono Carton,433,427.02,184899.66
INV/003103-D,Mono Carton,433,427.02,184899.66
INV/003104,Cardamom Oil,300,453.73,136119.0
INV/003105,Glucose Syrup,797,13.89,11070.33
INV/003105,Milk Solids,1902,221.41,421121.82
INV/003106,Housekeeping,122,613.63,74862.86
INV/003106,IT AMC,3382,674.43,2280922.26
INV/003106,IT AMC,4925,752.17,3704437.25
INV/003107,Refined Sugar,699,304.6,212915.4
INV/003107,Menthol Crystals,2229,378.6,843899.4
INV/003108,Mint Flavour,3794,309.08,1172649.52
INV/003109,Refined Sugar,195,339.13,66130.35
INV/003109,Edible Starch,2773,649.09,1799926.57
INV/003110,Citric Acid,1136,499.95,567943.2
INV/003110,Permitted Colour,4744,814.41,3863561.04
INV/003110,Mint Flavour,2794,309.43,864547.42
INV/003110,Citric Acid,4083,733.79,2996064.57
INV/003111,IT AMC,2172,418.87,909785.64
INV/003111,Housekeeping,4791,330.76,1584671.16
INV/003112,Mint Flavour,3622,65.81,238363.82
INV/003112,Permitted Colour,1038,733.26,761123.88
INV/003112,Cocoa Mass,1305,524.82,684890.1
INV/003113,Corrugated Box,2276,309.03,703352.28
INV/003113,Wrapper Film,1394,105.57,147164.58
INV/003113,Wrapper Film,1589,111.2,176696.8
INV/003114,Refined Sugar,865,723.82,626104.3
INV/003114,Glucose Syrup,563,500.91,282012.33
INV/003114,Glucose Syrup,2276,528.0,1201728.0
INV/003114,Milk Solids,1916,274.2,525367.2
INV/003115,Security Services,1652,823.01,1359612.52
INV/003115,Consulting,726,661.31,480111.06
INV/003116,Milk Solids,533,162.51,86617.83
INV/003116,Glucose Syrup,4340,205.39,891392.6
INV/003116,Glucose Syrup,4668,710.0,3314280.0
INV/003116,Milk Solids,1779,470.25,836574.75
INV/003117,Cocoa Mass,2137,485.21,1036893.77
INV/003117,Cocoa Mass,2004,54.17,108556.68
INV/003117,Cocoa Mass,4644,625.51,2904868.44
INV/003118,Permitted Colour,3858,69.07,266472.06
INV/003118,Citric Acid,1744,620.55,1082239.2
INV/003119,Cardamom Oil,1057,516.61,546056.77
INV/003119,Citric Acid,1884,383.3,722137.2
INV/003119,Cardamom Oil,3421,372.51,1274356.71
INV/003120,Wrapper Film,4104,742.59,3047589.36
INV/003120,Mono Carton,2362,792.81,1872617.22
INV/003120,Shrink Sleeve,4228,503.34,2128121.52
INV/003120,PET Bottle 500ml,3655,656.69,2400201.95
INV/003121,Permitted Colour,493,54.19,26715.67
INV/003121,Citric Acid,2637,369.76,975057.12
INV/003121,Cocoa Mass,2300,325.81,749363.0
INV/003121,Cardamom Oil,845,494.12,417531.4
INV/003122,Primary Freight,2253,33.84,76241.52
INV/003122,Secondary Freight,1558,585.12,911616.96
INV/003122,Warehousing,2054,120.31,247116.74
INV/003123,Mint Flavour,2000,94.44,188880.0
INV/003123,Cocoa Mass,4830,824.95,3984508.5
INV/003123,Permitted Colour,159,610.26,97031.34
INV/003123,Citric Acid,1606,562.98,904145.88
INV/003124,Menthol Crystals,258,361.04,93148.32
INV/003125,Glucose Syrup,2628,14.68,38579.04
INV/003125,Glucose Syrup,3997,714.03,2853977.91
INV/003126,Edible Starch,504,791.58,398956.32
INV/003126,Milk Solids,3637,38.61,140424.57
INV/003127,Glucose Syrup,3043,333.33,1014323.19
INV/003127,Menthol Crystals,4037,621.07,2507259.59
INV/003127,Refined Sugar,1872,204.97,383703.84
INV/003127,Edible Starch,4601,20.62,94872.62
INV/003128,Security Services,2473,151.11,373695.03
INV/003128,Consulting,3378,585.63,1978258.14
INV/003128,Housekeeping,3032,254.8,772553.6
INV/003128,IT AMC,3077,430.45,1324494.65
INV/003129,Consulting,3009,190.24,572432.16
INV/003129,Security Services,1498,673.38,1008723.24
INV/003130,Refined Sugar,4061,121.11,491827.71
INV/003131,IT AMC,313,67.03,20980.39
INV/003131,AMC-Machinery,3208,403.59,1294716.72
INV/003131,IT AMC,3481,445.48,1550715.88
INV/003131,AMC-Machinery,1148,228.35,262145.8
INV/003132,Cocoa Mass,2764,726.48,2007990.72
INV/003133,Edible Starch,2372,775.85,1840316.2
INV/003133,Menthol Crystals,3865,371.02,1433992.3
INV/003133,Glucose Syrup,1419,409.89,581633.91
INV/003133,Milk Solids,2950,409.66,1208497.0
INV/003134,Mint Flavour,2930,772.51,2263454.3
INV/003135,PET Bottle 500ml,2503,240.06,600870.18
INV/003135-D,PET Bottle 500ml,2503,240.06,600870.18
INV/003136,Wrapper Film,4711,324.65,1529426.15
INV/003136,Mono Carton,4243,153.4,650876.2
INV/003137,Mint Flavour,2109,195.12,411508.08
INV/003137,Mint Flavour,2501,519.28,1298719.28
INV/003137,Citric Acid,2550,318.3,811665.0
INV/003137,Cocoa Mass,1891,81.47,154059.77
INV/003138,Refined Sugar,3628,686.42,2490331.76
INV/003138,Refined Sugar,709,663.2,470208.8
INV/003138,Glucose Syrup,1209,370.44,447861.96
INV/003139,Corrugated Box,4275,757.54,3238483.5
INV/003139,Corrugated Box,3338,553.83,1848684.54
INV/003139,Wrapper Film,1472,332.47,489395.84
INV/003139,PET Bottle 500ml,4965,587.27,2915795.55
INV/003140,Cocoa Mass,2865,29.32,84001.8
INV/003141,Secondary Freight,3072,327.05,1004697.6
INV/003142,Edible Starch,2436,788.92,1921809.12
INV/003143,Cocoa Mass,270,325.53,87893.1
INV/003143-D,Cocoa Mass,270,325.53,87893.1
INV/003144,Citric Acid,2734,294.74,805819.16
INV/003144,Cocoa Mass,1243,378.2,470102.6
INV/003144,Cardamom Oil,3754,265.69,997400.26
INV/003145,Warehousing,2060,473.52,975451.2
INV/003145,Warehousing,3449,321.02,1107197.98
INV/003145,Warehousing,661,111.8,73899.8
INV/003146,Mono Carton,2965,409.54,1214286.1
INV/003146,Mono Carton,2978,432.8,1288878.4
INV/003146,Corrugated Box,3514,116.54,409521.56
INV/003147,AMC-Machinery,2575,852.23,2194492.25
INV/003147,Consulting,1160,371.86,431357.6
INV/003148,Cocoa Mass,133,433.83,57699.39
INV/003148,Permitted Colour,3306,252.43,834533.58
INV/003148,Cardamom Oil,1334,248.7,331765.8
INV/003148,Cardamom Oil,2347,374.35,878599.45
INV/003149,Secondary Freight,356,620.37,220851.72
INV/003149,Warehousing,1835,8.15,14955.25
INV/003150,AMC-Machinery,3819,463.66,1770717.54
INV/003150,Security Services,80,828.59,66287.2
INV/003150-D,AMC-Machinery,3819,463.66,1770717.54
INV/003150-D,Security Services,80,828.59,66287.2
INV/003151,Cocoa Mass,1408,558.21,785959.68
INV/003151,Permitted Colour,4195,212.54,891605.3
INV/003151,Citric Acid,782,773.3,604720.6
INV/003151,Permitted Colour,1686,630.86,1063629.96
INV/003152,IT AMC,2902,867.39,2517165.78
INV/003152,IT AMC,4443,319.33,1418783.19
INV/003152,Housekeeping,2062,267.35,551275.7
INV/003153,Warehousing,1595,203.25,324183.75
INV/003153,Cold-Chain Haulage,3344,218.15,729493.6
INV/003153,Cold-Chain Haulage,4086,417.31,1705128.66
INV/003153,Warehousing,3591,141.11,506726.01
INV/003154,Warehousing,2062,756.28,1559449.36
INV/003154,Warehousing,2437,852.95,2078639.15
INV/003154,Warehousing,4660,372.3,1734918.0
INV/003155,Milk Solids,892,747.71,666957.32
INV/003155,Refined Sugar,2204,276.03,608370.12
INV/003156,Primary Freight,657,861.8,566202.6
INV/003156,Warehousing,1503,696.15,1046313.45
INV/003156,Primary Freight,896,42.89,38429.44
INV/003157,Permitted Colour,4600,164.38,756148.0
INV/003157,Cocoa Mass,405,624.97,253112.85
INV/003157,Cardamom Oil,909,857.47,779440.23
INV/003157,Permitted Colour,1573,697.63,1097371.99
INV/003158,Permitted Colour,4014,576.61,2314512.54
INV/003158,Permitted Colour,4488,847.67,3804342.96
INV/003158,Permitted Colour,4421,661.42,2924137.82
INV/003159,Mint Flavour,178,780.79,138980.62
INV/003159,Citric Acid,3906,331.43,1294565.58
INV/003159,Cardamom Oil,3599,288.96,1039967.04
INV/003159,Citric Acid,4214,868.25,3658805.5
INV/003159-D,Mint Flavour,178,780.79,138980.62
INV/003159-D,Citric Acid,3906,331.43,1294565.58
INV/003159-D,Cardamom Oil,3599,288.96,1039967.04
INV/003159-D,Citric Acid,4214,868.25,3658805.5
INV/003160,Milk Solids,3607,332.41,1199002.87
INV/003160,Edible Starch,1751,786.45,1377073.95
INV/003160,Milk Solids,4359,336.34,1466106.06
INV/003160,Refined Sugar,2058,615.57,1266843.06
INV/003161,Primary Freight,4254,469.48,1997167.92
INV/003162,Housekeeping,4622,766.47,3542624.34
INV/003162,Security Services,117,722.33,84512.61
INV/003162,Consulting,459,476.22,218584.98
INV/003162,Housekeeping,3805,177.8,676529.0
INV/003163,Corrugated Box,1217,502.5,611542.5
INV/003164,Mono Carton,909,163.24,148385.16
INV/003164,PET Bottle 500ml,236,148.21,34977.56
INV/003165,Primary Freight,2233,858.12,1916181.96
