grn_no,po_no,grn_date,material,received_qty
GRN-02799,PO-2024-02799,2025-02-06,Cardamom Oil,1730
GRN-02799,PO-2024-02799,2025-02-06,Mint Flavour,634
GRN-02799,PO-2024-02799,2025-02-06,Permitted Colour,4549
GRN-02800,PO-2024-02800,2024-03-13,Milk Solids,2670
GRN-02800,PO-2024-02800,2024-03-13,Milk Solids,908
GRN-02800,PO-2024-02800,2024-03-13,Refined Sugar,4996
GRN-02800,PO-2024-02800,2024-03-13,Refined Sugar,4206
GRN-02801,PO-2024-02801,2024-10-20,Refined Sugar,370
GRN-02801,PO-2024-02801,2024-10-20,Menthol Crystals,163
GRN-02801,PO-2024-02801,2024-10-20,Menthol Crystals,3184
GRN-02802,PO-2024-02802,2024-03-29,Cocoa Mass,1780
GRN-02802,PO-2024-02802,2024-03-29,Cardamom Oil,1651
GRN-02802,PO-2024-02802,2024-03-29,Permitted Colour,4048
GRN-02802,PO-2024-02802,2024-03-29,Mint Flavour,1678
GRN-02803,PO-2024-02803,2025-05-30,Mint Flavour,4955
GRN-02803,PO-2024-02803,2025-05-30,Permitted Colour,3735
GRN-02803,PO-2024-02803,2025-05-30,Cocoa Mass,1606
GRN-02803,PO-2024-02803,2025-05-30,Mint Flavour,1246
GRN-02804,PO-2024-02804,2024-08-30,Citric Acid,4543
GRN-02804,PO-2024-02804,2024-08-30,Permitted Colour,3238
GRN-02804,PO-2024-02804,2024-08-30,Citric Acid,4349
GRN-02804,PO-2024-02804,2024-08-30,Cardamom Oil,2975
GRN-02805,PO-2024-02805,2024-02-24,Security Services,4801
GRN-02806,PO-2024-02806,2024-10-24,Menthol Crystals,855
GRN-02806,PO-2024-02806,2024-10-24,Menthol Crystals,3208
GRN-02806,PO-2024-02806,2024-10-24,Refined Sugar,4318
GRN-02806,PO-2024-02806,2024-10-24,Edible Starch,3909
GRN-02807,PO-2024-02807,2024-12-11,Cold-Chain Haulage,4356
GRN-02807,PO-2024-02807,2024-12-11,Primary Freight,4862
GRN-02807,PO-2024-02807,2024-12-11,Primary Freight,3027
GRN-02807,PO-2024-02807,2024-12-11,Primary Freight,3299
,PO-2024-02808,,Consulting,0
,PO-2024-02808,,Security Services,0
,PO-2024-02808,,Housekeeping,0
GRN-02809,PO-2024-02809,2025-06-27,Citric Acid,709
GRN-02809,PO-2024-02809,2025-06-27,Cardamom Oil,107
GRN-02809,PO-2024-02809,2025-06-27,Mint Flavour,96
GRN-02809,PO-2024-02809,2025-06-27,Cardamom Oil,1153
GRN-02810,PO-2024-02810,2024-08-27,Wrapper Film,4928
GRN-02810,PO-2024-02810,2024-08-27,Shrink Sleeve,3067
GRN-02810,PO-2024-02810,2024-08-27,Shrink Sleeve,4000
GRN-02811,PO-2024-02811,2024-05-31,Glucose Syrup,3425
GRN-02811,PO-2024-02811,2024-05-31,Glucose Syrup,1809
GRN-02812,PO-2024-02812,2024-12-18,Warehousing,4890
GRN-02813,PO-2024-02813,2024-04-03,Housekeeping,170
GRN-02814,PO-2024-02814,2024-12-16,Menthol Crystals,1232
GRN-02815,PO-2024-02815,2025-01-21,Menthol Crystals,2165
GRN-02815,PO-2024-02815,2025-01-21,Refined Sugar,1269
GRN-02815,PO-2024-02815,2025-01-21,Glucose Syrup,2396
GRN-02816,PO-2024-02816,2025-06-03,Primary Freight,2552
GRN-02816,PO-2024-02816,2025-06-03,Cold-Chain Haulage,4175
GRN-02816,PO-2024-02816,2025-06-03,Primary Freight,4459
GRN-02816,PO-2024-02816,2025-06-03,Cold-Chain Haulage,4027
GRN-02817,PO-2024-02817,2025-05-23,Mint Flavour,4454
GRN-02818,PO-2024-02818,2024-07-18,AMC-Machinery,3414
GRN-02819,PO-2024-02819,2024-09-20,Shrink Sleeve,2574
GRN-02820,PO-2024-02820,2025-06-24,Cocoa Mass,3413
GRN-02820,PO-2024-02820,2025-06-24,Permitted Colour,1189
GRN-02821,PO-2024-02821,2024-09-11,Citric Acid,2016
GRN-02821,PO-2024-02821,2024-09-11,Cardamom Oil,848
GRN-02821,PO-2024-02821,2024-09-11,Cocoa Mass,1241
GRN-02822,PO-2024-02822,2025-01-05,Cold-Chain Haulage,3545
GRN-02823,PO-2024-02823,2024-06-21,Mint Flavour,1542
GRN-02824,PO-2024-02824,2025-03-19,IT AMC,3302
GRN-02824,PO-2024-02824,2025-03-19,Security Services,4998
GRN-02824,PO-2024-02824,2025-03-19,Security Services,2462
GRN-02825,PO-2024-02825,2024-11-19,Mint Flavour,404
GRN-02825,PO-2024-02825,2024-11-19,Mint Flavour,3027
GRN-02825,PO-2024-02825,2024-11-19,Cardamom Oil,3964
GRN-02826,PO-2024-02826,2025-05-21,AMC-Machinery,582
GRN-02826,PO-2024-02826,2025-05-21,Security Services,3873
GRN-02827,PO-2024-02827,2025-01-23,Citric Acid,2436
GRN-02827,PO-2024-02827,2025-01-23,Citric Acid,4472
GRN-02827,PO-2024-02827,2025-01-23,Citric Acid,3531
GRN-02828,PO-2024-02828,2024-07-08,Primary Freight,3949
GRN-02828,PO-2024-02828,2024-07-08,Warehousing,3046
GRN-02828,PO-2024-02828,2024-07-08,Cold-Chain Haulage,2166
GRN-02829,PO-2024-02829,2024-11-06,Mint Flavour,608
GRN-02829,PO-2024-02829,2024-11-06,Cocoa Mass,2540
GRN-02829,PO-2024-02829,2024-11-06,Cardamom Oil,3619
GRN-02830,PO-2024-02830,2024-08-23,IT AMC,4529
GRN-02831,PO-2024-02831,2025-05-22,Security Services,610
GRN-02832,PO-2024-02832,2024-06-22,Milk Solids,3441
GRN-02832,PO-2024-02832,2024-06-22,Milk Solids,1185
GRN-02833,PO-2024-02833,2025-05-22,IT AMC,1117
GRN-02833,PO-2024-02833,2025-05-22,Consulting,4409
GRN-02833,PO-2024-02833,2025-05-22,Security Services,1561
GRN-02833,PO-2024-02833,2025-05-22,AMC-Machinery,459
GRN-02834,PO-2024-02834,2024-09-11,AMC-Machinery,1334
GRN-02834,PO-2024-02834,2024-09-11,IT AMC,3388
GRN-02835,PO-2024-02835,2024-04-14,Milk Solids,1794
GRN-02835,PO-2024-02835,2024-04-14,Edible Starch,2468
GRN-02835,PO-2024-02835,2024-04-14,Edible Starch,2398
GRN-02836,PO-2024-02836,2025-04-03,Edible Starch,3246
GRN-02836,PO-2024-02836,2025-04-03,Edible Starch,1217
GRN-02836,PO-2024-02836,2025-04-03,Menthol Crystals,3106
GRN-02837,PO-2024-02837,2024-04-14,Mint Flavour,494
GRN-02837,PO-2024-02837,2024-04-14,Permitted Colour,2350
GRN-02837,PO-2024-02837,2024-04-14,Citric Acid,649
GRN-02838,PO-2024-02838,2024-04-23,Secondary Freight,3001
GRN-02838,PO-2024-02838,2024-04-23,Primary Freight,4832
GRN-02838,PO-2024-02838,2024-04-23,Secondary Freight,2896
GRN-02839,PO-2024-02839,2024-08-27,PET Bottle 500ml,2340
GRN-02839,PO-2024-02839,2024-08-27,Wrapper Film,2063
GRN-02839,PO-2024-02839,2024-08-27,PET Bottle 500ml,3975
GRN-02839,PO-2024-02839,2024-08-27,Mono Carton,3236
GRN-02840,PO-2024-02840,2025-06-17,Warehousing,3856
GRN-02840,PO-2024-02840,2025-06-17,Secondary Freight,2923
GRN-02840,PO-2024-02840,2025-06-17,Primary Freight,4036
GRN-02840,PO-2024-02840,2025-06-17,Primary Freight,2953
GRN-02841,PO-2024-02841,2024-11-07,Mono Carton,4558
GRN-02842,PO-2024-02842,2025-06-21,Menthol Crystals,4780
GRN-02842,PO-2024-02842,2025-06-21,Edible Starch,4605
GRN-02842,PO-2024-02842,2025-06-21,Milk Solids,1383
GRN-02843,PO-2024-02843,2024-07-14,Cardamom Oil,2614
GRN-02844,PO-2024-02844,2024-03-03,Refined Sugar,3110
GRN-02844,PO-2024-02844,2024-03-03,Menthol Crystals,4551
GRN-02845,PO-2024-02845,2024-10-03,Cardamom Oil,4193
GRN-02845,PO-2024-02845,2024-10-03,Citric Acid,2504
GRN-02846,PO-2024-02846,2024-02-25,PET Bottle 500ml,2448
GRN-02846,PO-2024-02846,2024-02-25,Shrink Sleeve,4954
GRN-02847,PO-2024-02847,2024-08-28,Refined Sugar,1271
GRN-02847,PO-2024-02847,2024-08-28,Refined Sugar,3234
GRN-02848,PO-2024-02848,2024-03-11,Edible Starch,4415
GRN-02848,PO-2024-02848,2024-03-11,Refined Sugar,828
GRN-02848,PO-2024-02848,2024-03-11,Milk Solids,4066
GRN-02848,PO-2024-02848,2024-03-11,Edible Starch,4457
GRN-02849,PO-2024-02849,2024-09-18,Refined Sugar,4938
GRN-02849,PO-2024-02849,2024-09-18,Menthol Crystals,3677
GRN-02850,PO-2024-02850,2024-05-09,AMC-Machinery,4713
GRN-02850,PO-2024-02850,2024-05-09,Housekeeping,4704
GRN-02850,PO-2024-02850,2024-05-09,AMC-Machinery,3784
GRN-02850,PO-2024-02850,2024-05-09,Housekeeping,461
GRN-02851,PO-2024-02851,2024-09-19,Consulting,1424
GRN-02851,PO-2024-02851,2024-09-19,IT AMC,4263
GRN-02852,PO-2024-02852,2025-07-07,AMC-Machinery,3520
GRN-02852,PO-2024-02852,2025-07-07,IT AMC,255
GRN-02853,PO-2024-02853,2024-05-15,Cardamom Oil,3356
GRN-02853,PO-2024-02853,2024-05-15,Permitted Colour,4926
GRN-02853,PO-2024-02853,2024-05-15,Cocoa Mass,53
GRN-02854,PO-2024-02854,2024-11-13,Cold-Chain Haulage,1709
GRN-02854,PO-2024-02854,2024-11-13,Warehousing,1026
GRN-02854,PO-2024-02854,2024-11-13,Primary Freight,3131
GRN-02854,PO-2024-02854,2024-11-13,Cold-Chain Haulage,2095
GRN-02855,PO-2024-02855,2025-03-09,Cardamom Oil,2720
GRN-02856,PO-2024-02856,2024-10-29,Mint Flavour,4042
GRN-02856,PO-2024-02856,2024-10-29,Permitted Colour,2019
GRN-02857,PO-2024-02857,2025-02-28,Corrugated Box,313
GRN-02857,PO-2024-02857,2025-02-28,Wrapper Film,514
GRN-02857,PO-2024-02857,2025-02-28,PET Bottle 500ml,3534
GRN-02858,PO-2024-02858,2025-05-31,Citric Acid,4041
GRN-02859,PO-2024-02859,2024-08-16,IT AMC,424
GRN-02860,PO-2024-02860,2025-06-20,Cocoa Mass,2525
GRN-02860,PO-2024-02860,2025-06-20,Permitted Colour,617
GRN-02861,PO-2024-02861,2025-02-04,Cocoa Mass,4364
GRN-02861,PO-2024-02861,2025-02-04,Cardamom Oil,666
GRN-02862,PO-2024-02862,2025-07-03,AMC-Machinery,4489
GRN-02862,PO-2024-02862,2025-07-03,Security Services,204
GRN-02862,PO-2024-02862,2025-07-03,Housekeeping,2702
GRN-02863,PO-2024-02863,2025-06-04,Cardamom Oil,4475
GRN-02863,PO-2024-02863,2025-06-04,Citric Acid,4151
,PO-2024-02864,,Refined Sugar,0
,PO-2024-02864,,Menthol Crystals,0
,PO-2024-02864,,Milk Solids,0
GRN-02865,PO-2024-02865,2024-11-18,Permitted Colour,3139
GRN-02866,PO-2024-02866,2024-08-29,Mint Flavour,3855
GRN-02867,PO-2024-02867,2025-02-17,Milk Solids,4765
GRN-02867,PO-2024-02867,2025-02-17,Milk Solids,4703
GRN-02868,PO-2024-02868,2024-08-21,Milk Solids,4117
GRN-02868,PO-2024-02868,2024-08-21,Milk Solids,2679
GRN-02869,PO-2024-02869,2025-03-27,Housekeeping,781
GRN-02870,PO-2024-02870,2024-01-21,IT AMC,1874
GRN-02870,PO-2024-02870,2024-01-21,AMC-Machinery,4577
GRN-02870,PO-2024-02870,2024-01-21,Security Services,1411
GRN-02870,PO-2024-02870,2024-01-21,Housekeeping,494
GRN-02871,PO-2024-02871,2024-01-18,PET Bottle 500ml,4879
GRN-02872,PO-2024-02872,2024-10-24,Consulting,1353
GRN-02872,PO-2024-02872,2024-10-24,Security Services,2339
GRN-02873,PO-2024-02873,2024-06-25,Secondary Freight,3446
GRN-02873,PO-2024-02873,2024-06-25,Cold-Chain Haulage,491
GRN-02874,PO-2024-02874,2025-04-17,Edible Starch,2704
GRN-02875,PO-2024-02875,2024-04-13,Mint Flavour,292
GRN-02875,PO-2024-02875,2024-04-13,Cardamom Oil,1344
GRN-02875,PO-2024-02875,2024-04-13,Permitted Colour,737
GRN-02876,PO-2024-02876,2024-11-16,Cocoa Mass,3882
GRN-02876,PO-2024-02876,2024-11-16,Cardamom Oil,970
GRN-02877,PO-2024-02877,2024-11-23,AMC-Machinery,2774
GRN-02877,PO-2024-02877,2024-11-23,Housekeeping,3801
GRN-02878,PO-2024-02878,2024-09-08,Cold-Chain Haulage,2319
GRN-02878,PO-2024-02878,2024-09-08,Primary Freight,4840
GRN-02878,PO-2024-02878,2024-09-08,Primary Freight,4045
GRN-02878,PO-2024-02878,2024-09-08,Warehousing,4661
GRN-02879,PO-2024-02879,2025-06-15,Primary Freight,2962
GRN-02879,PO-2024-02879,2025-06-15,Cold-Chain Haulage,2709
GRN-02879,PO-2024-02879,2025-06-15,Primary Freight,2504
GRN-02879,PO-2024-02879,2025-06-15,Cold-Chain Haulage,3519
GRN-02880,PO-2024-02880,2024-05-18,Security Services,3155
GRN-02881,PO-2024-02881,2025-03-13,IT AMC,2078
GRN-02882,PO-2024-02882,2024-06-13,Cardamom Oil,2737
GRN-02882,PO-2024-02882,2024-06-13,Cocoa Mass,437
GRN-02882,PO-2024-02882,2024-06-13,Citric Acid,3575
GRN-02882,PO-2024-02882,2024-06-13,Cocoa Mass,208
GRN-02883,PO-2024-02883,2024-06-26,Housekeeping,2368
GRN-02883,PO-2024-02883,2024-06-26,Security Services,3906
GRN-02883,PO-2024-02883,2024-06-26,IT AMC,1881
GRN-02884,PO-2024-02884,2024-02-12,Edible Starch,1008
GRN-02885,PO-2024-02885,2025-02-22,Edible Starch,2493
GRN-02885,PO-2024-02885,2025-02-22,Menthol Crystals,1080
GRN-02885,PO-2024-02885,2025-02-22,Refined Sugar,3968
GRN-02885,PO-2024-02885,2025-02-22,Edible Starch,2815
GRN-02886,PO-2024-02886,2024-03-29,IT AMC,2115
GRN-02887,PO-2024-02887,2024-04-27,PET Bottle 500ml,2164
GRN-02887,PO-2024-02887,2024-04-27,Mono Carton,531
GRN-02888,PO-2024-02888,2025-03-21,Cardamom Oil,4704
GRN-02888,PO-2024-02888,2025-03-21,Citric Acid,1715
GRN-02889,PO-2024-02889,2024-07-14,Mint Flavour,1115
GRN-02889,PO-2024-02889,2024-07-14,Cardamom Oil,4219
GRN-02890,PO-2024-02890,2025-01-19,Menthol Crystals,1398
GRN-02890,PO-2024-02890,2025-01-19,Menthol Crystals,4812
GRN-02891,PO-2024-02891,2025-02-09,Cold-Chain Haulage,1563
GRN-02891,PO-2024-02891,2025-02-09,Warehousing,2726
,PO-2024-02892,,Cold-Chain Haulage,0
,PO-2024-02892,,Warehousing,0
,PO-2024-02892,,Primary Freight,0
GRN-02893,PO-2024-02893,2024-05-31,Milk Solids,3115
GRN-02893,PO-2024-02893,2024-05-31,Menthol Crystals,4829
GRN-02893,PO-2024-02893,2024-05-31,Menthol Crystals,2378
GRN-02894,PO-2024-02894,2024-07-17,Permitted Colour,74
GRN-02894,PO-2024-02894,2024-07-17,Mint Flavour,4400
GRN-02894,PO-2024-02894,2024-07-17,Cardamom Oil,1712
GRN-02894,PO-2024-02894,2024-07-17,Permitted Colour,4256
GRN-02895,PO-2024-02895,2024-12-15,Citric Acid,3911
GRN-02895,PO-2024-02895,2024-12-15,Mint Flavour,1523
GRN-02895,PO-2024-02895,2024-12-15,Mint Flavour,3244
GRN-02895,PO-2024-02895,2024-12-15,Cardamom Oil,4086
GRN-02896,PO-2024-02896,2025-03-21,Permitted Colour,4243
GRN-02896,PO-2024-02896,2025-03-21,Mint Flavour,3725
GRN-02897,PO-2024-02897,2025-04-23,Mint Flavour,2579
GRN-02897,PO-2024-02897,2025-04-23,Citric Acid,2788
GRN-02897,PO-2024-02897,2025-04-23,Cocoa Mass,4109
GRN-02897,PO-2024-02897,2025-04-23,Cardamom Oil,2724
GRN-02898,PO-2024-02898,2024-08-31,Cardamom Oil,4841
GRN-02898,PO-2024-02898,2024-08-31,Mint Flavour,3061
GRN-02899,PO-2024-02899,2024-03-04,Corrugated Box,3074
GRN-02899,PO-2024-02899,2024-03-04,Mono Carton,917
GRN-02899,PO-2024-02899,2024-03-04,Mono Carton,233
GRN-02899,PO-2024-02899,2024-03-04,PET Bottle 500ml,1317
GRN-02900,PO-2024-02900,2025-05-07,Citric Acid,1061
GRN-02900,PO-2024-02900,2025-05-07,Cocoa Mass,3211
GRN-02900,PO-2024-02900,2025-05-07,Citric Acid,4183
GRN-02901,PO-2024-02901,2024-11-25,IT AMC,899
GRN-02901,PO-2024-02901,2024-11-25,AMC-Machinery,2757
GRN-02901,PO-2024-02901,2024-11-25,Housekeeping,4572
GRN-02902,PO-2024-02902,2024-01-28,Citric Acid,4471
GRN-02902,PO-2024-02902,2024-01-28,Mint Flavour,4532
GRN-02903,PO-2024-02903,2024-04-21,Security Services,1312
GRN-02903,PO-2024-02903,2024-04-21,IT AMC,2459
GRN-02903,PO-2024-02903,2024-04-21,IT AMC,3617
GRN-02903,PO-2024-02903,2024-04-21,Consulting,4802
GRN-02904,PO-2024-02904,2024-09-14,Cardamom Oil,2615
GRN-02904,PO-2024-02904,2024-09-14,Citric Acid,972
GRN-02905,PO-2024-02905,2024-02-12,Consulting,2836
GRN-02905,PO-2024-02905,2024-02-12,Consulting,1002
GRN-02905,PO-2024-02905,2024-02-12,Security Services,2552
GRN-02905,PO-2024-02905,2024-02-12,Security Services,4217
GRN-02906,PO-2024-02906,2025-05-28,Warehousing,1147
GRN-02906,PO-2024-02906,2025-05-28,Warehousing,3906
GRN-02906,PO-2024-02906,2025-05-28,Cold-Chain Haulage,799
GRN-02906,PO-2024-02906,2025-05-28,Primary Freight,4494
GRN-02907,PO-2024-02907,2024-08-14,Housekeeping,4940
GRN-02907,PO-2024-02907,2024-08-14,AMC-Machinery,914
GRN-02908,PO-2024-02908,2025-02-09,Permitted Colour,1034
GRN-02909,PO-2024-02909,2024-03-31,Housekeeping,2740
GRN-02910,PO-2024-02910,2024-04-06,Citric Acid,1065
GRN-02911,PO-2024-02911,2024-12-25,IT AMC,3915
GRN-02912,PO-2024-02912,2024-03-29,Menthol Crystals,3916
GRN-02912,PO-2024-02912,2024-03-29,Milk Solids,3492
GRN-02912,PO-2024-02912,2024-03-29,Milk Solids,697
GRN-02912,PO-2024-02912,2024-03-29,Refined Sugar,3897
GRN-02913,PO-2024-02913,2025-01-05,IT AMC,962
GRN-02913,PO-2024-02913,2025-01-05,IT AMC,3488
GRN-02913,PO-2024-02913,2025-01-05,Consulting,2572
GRN-02913,PO-2024-02913,2025-01-05,IT AMC,4088
GRN-02914,PO-2024-02914,2024-05-04,Housekeeping,4244
GRN-02914,PO-2024-02914,2024-05-04,AMC-Machinery,72
GRN-02915,PO-2024-02915,2024-07-28,PET Bottle 500ml,4676
GRN-02916,PO-2024-02916,2025-03-30,IT AMC,3321
GRN-02916,PO-2024-02916,2025-03-30,AMC-Machinery,506
GRN-02916,PO-2024-02916,2025-03-30,IT AMC,3259
GRN-02916,PO-2024-02916,2025-03-30,Security Services,1327
GRN-02917,PO-2024-02917,2025-01-28,Cold-Chain Haulage,913
GRN-02917,PO-2024-02917,2025-01-28,Cold-Chain Haulage,4130
GRN-02918,PO-2024-02918,2024-10-28,Milk Solids,4514
GRN-02919,PO-2024-02919,2025-02-25,Shrink Sleeve,401
GRN-02919,PO-2024-02919,2025-02-25,PET Bottle 500ml,1367
GRN-02919,PO-2024-02919,2025-02-25,Mono Carton,2332
GRN-02920,PO-2024-02920,2024-10-07,Edible Starch,1457
GRN-02920,PO-2024-02920,2024-10-07,Menthol Crystals,3811
GRN-02920,PO-2024-02920,2024-10-07,Milk Solids,678
GRN-02921,PO-2024-02921,2024-12-04,AMC-Machinery,4921
GRN-02921,PO-2024-02921,2024-12-04,Security Services,3855
GRN-02921,PO-2024-02921,2024-12-04,Consulting,630
GRN-02922,PO-2024-02922,2024-09-20,Corrugated Box,3935
GRN-02922,PO-2024-02922,2024-09-20,Shrink Sleeve,4464
GRN-02922,PO-2024-02922,2024-09-20,PET Bottle 500ml,2189
GRN-02922,PO-2024-02922,2024-09-20,Mono Carton,596
GRN-02923,PO-2024-02923,2024-04-04,Citric Acid,4809
GRN-02923,PO-2024-02923,2024-04-04,Cardamom Oil,2316
,PO-2024-02924,,Secondary Freight,0
GRN-02925,PO-2024-02925,2024-02-15,Milk Solids,288
GRN-02925,PO-2024-02925,2024-02-15,Glucose Syrup,3069
GRN-02925,PO-2024-02925,2024-02-15,Glucose Syrup,2863
GRN-02925,PO-2024-02925,2024-02-15,Menthol Crystals,2630
GRN-02926,PO-2024-02926,2024-06-14,Menthol Crystals,351
GRN-02927,PO-2024-02927,2025-06-15,Cocoa Mass,2739
GRN-02927,PO-2024-02927,2025-06-15,Citric Acid,1127
GRN-02927,PO-2024-02927,2025-06-15,Mint Flavour,3812
GRN-02928,PO-2024-02928,2024-02-21,Warehousing,1364
GRN-02928,PO-2024-02928,2024-02-21,Warehousing,3249
GRN-02928,PO-2024-02928,2024-02-21,Secondary Freight,719
GRN-02929,PO-2024-02929,2025-04-22,Mono Carton,914
GRN-02929,PO-2024-02929,2025-04-22,Wrapper Film,2427
,PO-2024-02930,,Shrink Sleeve,0
GRN-02931,PO-2024-02931,2024-07-25,Cold-Chain Haulage,413
GRN-02931,PO-2024-02931,2024-07-25,Secondary Freight,4761
GRN-02931,PO-2024-02931,2024-07-25,Secondary Freight,2717
GRN-02932,PO-2024-02932,2024-09-10,Shrink Sleeve,1799
GRN-02932,PO-2024-02932,2024-09-10,Corrugated Box,3310
GRN-02933,PO-2024-02933,2024-07-30,Menthol Crystals,4336
GRN-02934,PO-2024-02934,2025-03-15,IT AMC,4672
GRN-02934,PO-2024-02934,2025-03-15,Security Services,4569
GRN-02934,PO-2024-02934,2025-03-15,Consulting,2421
GRN-02935,PO-2024-02935,2024-04-20,Housekeeping,1452
GRN-02936,PO-2024-02936,2024-12-28,Permitted Colour,3893
GRN-02937,PO-2024-02937,2025-05-30,Corrugated Box,2062
GRN-02937,PO-2024-02937,2025-05-30,Corrugated Box,4811
GRN-02937,PO-2024-02937,2025-05-30,Wrapper Film,4262
GRN-02938,PO-2024-02938,2024-03-21,Security Services,3029
GRN-02938,PO-2024-02938,2024-03-21,Housekeeping,954
GRN-02939,PO-2024-02939,2024-05-16,Warehousing,3509
GRN-02939,PO-2024-02939,2024-05-16,Secondary Freight,3874
GRN-02939,PO-2024-02939,2024-05-16,Warehousing,4368
GRN-02940,PO-2024-02940,2024-12-26,Refined Sugar,4095
GRN-02941,PO-2024-02941,2025-04-30,Milk Solids,4362
GRN-02942,PO-2024-02942,2025-06-22,Consulting,1799
GRN-02942,PO-2024-02942,2025-06-22,Housekeeping,3164
GRN-02943,PO-2024-02943,2024-12-04,Wrapper Film,917
GRN-02943,PO-2024-02943,2024-12-04,Shrink Sleeve,3474
GRN-02943,PO-2024-02943,2024-12-04,Corrugated Box,2904
GRN-02944,PO-2024-02944,2024-07-12,Housekeeping,1149
GRN-02945,PO-2024-02945,2025-05-03,AMC-Machinery,553
GRN-02945,PO-2024-02945,2025-05-03,IT AMC,1538
GRN-02945,PO-2024-02945,2025-05-03,Consulting,2490
GRN-02945,PO-2024-02945,2025-05-03,AMC-Machinery,1159
GRN-02946,PO-2024-02946,2024-04-08,Cold-Chain Haulage,433
GRN-02946,PO-2024-02946,2024-04-08,Secondary Freight,3672
GRN-02946,PO-2024-02946,2024-04-08,Secondary Freight,3181
GRN-02946,PO-2024-02946,2024-04-08,Primary Freight,787
GRN-02947,PO-2024-02947,2024-09-06,Cold-Chain Haulage,1002
GRN-02948,PO-2024-02948,2024-08-13,Cocoa Mass,3182
GRN-02948,PO-2024-02948,2024-08-13,Cocoa Mass,2684
GRN-02948,PO-2024-02948,2024-08-13,Permitted Colour,2519
GRN-02948,PO-2024-02948,2024-08-13,Mint Flavour,1243
GRN-02949,PO-2024-02949,2025-04-01,Shrink Sleeve,4083
GRN-02949,PO-2024-02949,2025-04-01,Shrink Sleeve,3195
GRN-02949,PO-2024-02949,2025-04-01,Shrink Sleeve,1791
GRN-02949,PO-2024-02949,2025-04-01,Shrink Sleeve,3973
GRN-02950,PO-2024-02950,2024-08-31,Security Services,1408
GRN-02950,PO-2024-02950,2024-08-31,Consulting,2085
GRN-02950,PO-2024-02950,2024-08-31,IT AMC,1908
GRN-02950,PO-2024-02950,2024-08-31,Consulting,1247
GRN-02951,PO-2024-02951,2025-06-21,Primary Freight,382
GRN-02951,PO-2024-02951,2025-06-21,Secondary Freight,3543
GRN-02951,PO-2024-02951,2025-06-21,Warehousing,2506
GRN-02952,PO-2024-02952,2024-12-05,Permitted Colour,2994
GRN-02953,PO-2024-02953,2025-05-15,AMC-Machinery,175
GRN-02953,PO-2024-02953,2025-05-15,Consulting,2436
GRN-02953,PO-2024-02953,2025-05-15,IT AMC,4986
GRN-02953,PO-2024-02953,2025-05-15,IT AMC,3954
GRN-02954,PO-2024-02954,2024-10-12,Milk Solids,228
GRN-02954,PO-2024-02954,2024-10-12,Glucose Syrup,4160
GRN-02954,PO-2024-02954,2024-10-12,Edible Starch,4562
GRN-02955,PO-2024-02955,2025-03-17,Mint Flavour,4688
GRN-02956,PO-2024-02956,2025-02-27,Mint Flavour,1811
GRN-02956,PO-2024-02956,2025-02-27,Permitted Colour,2258
GRN-02956,PO-2024-02956,2025-02-27,Citric Acid,4903
,PO-2024-02957,,IT AMC,0
GRN-02958,PO-2024-02958,2024-09-05,Consulting,2213
GRN-02959,PO-2024-02959,2024-10-25,Mint Flavour,4028
GRN-02960,PO-2024-02960,2024-09-23,Citric Acid,4712
GRN-02961,PO-2024-02961,2025-02-27,Edible Starch,2158
GRN-02962,PO-2024-02962,2025-01-22,Cocoa Mass,1651
GRN-02962,PO-2024-02962,2025-01-22,Citric Acid,3783
GRN-02963,PO-2024-02963,2024-09-16,Cardamom Oil,3642
GRN-02963,PO-2024-02963,2024-09-16,Citric Acid,624
GRN-02963,PO-2024-02963,2024-09-16,Permitted Colour,3284
GRN-02964,PO-2024-02964,2024-11-01,Secondary Freight,2394
GRN-02964,PO-2024-02964,2024-11-01,Warehousing,2560
GRN-02964,PO-2024-02964,2024-11-01,Primary Freight,1757
GRN-02965,PO-2024-02965,2024-01-26,Citric Acid,881
GRN-02965,PO-2024-02965,2024-01-26,Citric Acid,4761
GRN-02966,PO-2024-02966,2024-04-20,IT AMC,899
GRN-02966,PO-2024-02966,2024-04-20,Housekeeping,2294
GRN-02966,PO-2024-02966,2024-04-20,Security Services,3254
GRN-02967,PO-2024-02967,2024-03-06,Corrugated Box,2707
GRN-02967,PO-2024-02967,2024-03-06,Mono Carton,4294
GRN-02967,PO-2024-02967,2024-03-06,Mono Carton,4826
GRN-02968,PO-2024-02968,2024-09-11,Glucose Syrup,1172
GRN-02968,PO-2024-02968,2024-09-11,Glucose Syrup,3785
GRN-02968,PO-2024-02968,2024-09-11,Milk Solids,2832
GRN-02969,PO-2024-02969,2025-03-21,AMC-Machinery,2862
GRN-02970,PO-2024-02970,2024-07-10,Milk Solids,359
GRN-02971,PO-2024-02971,2024-06-24,Primary Freight,4405
GRN-02971,PO-2024-02971,2024-06-24,Primary Freight,1088
GRN-02972,PO-2024-02972,2025-02-26,Cocoa Mass,2518
GRN-02972,PO-2024-02972,2025-02-26,Permitted Colour,621
GRN-02973,PO-2024-02973,2024-09-03,Cold-Chain Haulage,3457
GRN-02973,PO-2024-02973,2024-09-03,Cold-Chain Haulage,3446
GRN-02973,PO-2024-02973,2024-09-03,Secondary Freight,2600
GRN-02973,PO-2024-02973,2024-09-03,Warehousing,3634
