invoice_no,po_no,grn_no,vendor_code,vendor_gstin,invoice_date,plant_code,subtotal,gst_pct,gst_amount,total_amount
INV/003030,PO-2024-03030,GRN-03030,VEND-0013,32SYN8447C1Z2,2024-01-31,PLNT-05,2468859.31,5,123442.97,2592302.28
INV/003031,PO-2024-03031,GRN-03031,VEND-0059,26SYN5156B1Z6,2024-10-14,PLNT-03,2710716.28,5,135535.81,2846252.09
INV/003032,PO-2024-03032,GRN-03032,VEND-0074,33SYN2148A1Z4,2024-10-04,PLNT-09,4476704.49,12,537204.54,5013909.03
INV/003033,PO-2024-03033,GRN-03033,VEND-0030,12SYN7909B1Z7,2025-03-06,PLNT-11,1004859.73,5,50242.99,1055102.72
INV/003034,PO-2024-03034,GRN-03034,VEND-0054,29SYN9963D1Z5,2024-02-03,PLNT-13,2294451.52,5,114722.58,2409174.1
INV/003035,PO-2024-03035,GRN-03035,VEND-0032,15SYN9081B1Z2,2025-04-22,PLNT-10,1433021.46,12,171962.58,1604984.04
INV/003036,PO-2024-03036,GRN-03036,VEND-0075,26SYN2821G1Z6,2024-07-06,PLNT-06,2546571.23,18,458382.82,3004954.05
INV/003037,PO-2024-03037,GRN-03037,VEND-0035,30SYN1066H1Z7,2024-09-06,PLNT-01,316561.92,18,56981.15,373543.07
INV/003038,PO-2024-03038,GRN-03038,VEND-0097,20SYN5260B1Z7,2024-05-22,PLNT-09,7223914.45,5,361195.72,7585110.17
INV/003039,PO-2024-03039,GRN-03039,VEND-0100,17SYN3560A1Z0,2024-12-16,PLNT-15,3211690.3,12,385402.84,3597093.14
INV/003040,PO-2024-03040,GRN-03040,VEND-0118,03SYN3688G1Z3,2024-10-11,PLNT-11,1571832.17,12,188619.86,1760452.03
INV/003041,PO-2024-03041,GRN-03041,VEND-0022,35SYN4697H1Z2,2024-07-19,PLNT-08,881159.31,5,44057.97,925217.28
INV/003042,PO-2024-03042,GRN-03042,VEND-0077,21SYN2590G1Z4,2025-06-18,PLNT-07,2521944.23,5,126097.21,2648041.44
INV/003043,PO-2024-03043,GRN-03043,VEND-0002,17SYN4896A1Z7,2024-06-06,PLNT-05,3700848.55,12,444101.83,4144950.38
INV/003044,PO-2024-03044,GRN-03044,VEND-0095,25SYN5415D1Z3,2025-05-29,PLNT-09,5517941.02,12,662152.92,6180093.94
INV/003045,PO-2024-03045,GRN-03045,VEND-0031,17SYN8242C1Z7,2025-03-22,PLNT-10,4254283.67,18,765771.06,5020054.73
INV/003046,PO-2024-03046,GRN-03046,VEND-0004,05SYN5737A1Z8,2025-03-11,PLNT-12,876656.96,5,43832.85,920489.81
INV/003047,PO-2024-03047,GRN-03047,VEND-0041,17SYN7014B1Z5,2024-08-30,PLNT-04,5289390.0,5,264469.5,5553859.5
INV/003048,PO-2024-03048,GRN-03048,VEND-0057,13SYN1204F1Z0,2025-06-05,PLNT-15,207968.67,5,10398.43,218367.1
INV/003049,PO-2024-03049,GRN-03049,VEND-0096,34SYN2449G1Z5,2024-03-04,PLNT-14,5513665.74,12,661639.89,6175305.63
INV/003050,PO-2024-03050,GRN-03050,VEND-0034,06SYN8493G1Z1,2024-01-17,PLNT-09,3340821.34,18,601347.84,3942169.18
INV/003051,PO-2024-03051,GRN-03051,VEND-0071,11SYN7451D1Z7,2024-08-12,PLNT-04,7833996.96,12,940079.64,8774076.6
INV/003052,PO-2024-03052,GRN-03052,VEND-0085,08SYN3968A1Z5,2025-03-03,PLNT-14,13228.48,12,1587.42,14815.9
INV/003053,PO-2024-03053,GRN-03053,VEND-0081,06SYN6256H1Z0,2025-06-11,PLNT-06,4152849.36,5,207642.47,4360491.83
INV/003054,PO-2024-03054,GRN-03054,VEND-0039,19SYN6118B1Z0,2025-05-01,PLNT-03,2892873.3,5,144643.67,3037516.97
INV/003054-D,PO-2024-03054,GRN-03054,VEND-0039,19SYN6118B1Z0,2025-05-01,PLNT-03,2892873.3,5,144643.67,3037516.97
INV/003055,PO-2024-03055,GRN-03055,VEND-0118,03SYN3688G1Z3,2024-03-23,PLNT-06,1939202.08,5,96960.1,2036162.18
INV/003056,PO-2024-03056,GRN-03056,VEND-0101,14SYN8435H1Z0,2024-12-25,PLNT-11,5304293.76,18,954772.88,6259066.64
INV/003057,PO-2024-03057,GRN-03057,VEND-0032,15SYN9081B1Z2,2024-12-18,PLNT-15,7450551.12,5,372527.56,7823078.68
INV/003058,PO-2024-03058,GRN-03058,VEND-0096,34SYN2449G1ZX,2024-03-01,PLNT-03,3352170.37,12,402260.44,3754430.81
INV/003059,PO-2024-03059,GRN-03059,VEND-0016,35SYN5010G1Z8,2025-02-08,PLNT-13,5126003.44,18,922680.62,6048684.06
INV/003060,PO-2024-03060,GRN-03060,VEND-0057,13SYN1204F1Z0,2025-06-08,PLNT-06,4911908.65,12,589429.04,5501337.69
INV/003061,PO-2024-03061,,VEND-0045,05SYN6032E1Z7,2025-01-10,PLNT-12,6656905.93,18,1198243.07,7855149.0
INV/003062,PO-2024-03062,GRN-03062,VEND-0095,25SYN5415D1Z3,2024-05-04,PLNT-09,2574860.64,18,463474.92,3038335.56
INV/003063,PO-2024-03063,GRN-03063,VEND-0077,21SYN2590G1Z4,2025-03-21,PLNT-05,873188.1,18,157173.86,1030361.96
INV/003064,PO-2024-03064,GRN-03064,VEND-0047,14SYN4930C1Z8,2025-06-26,PLNT-13,2152694.22,5,107634.71,2260328.93
INV/003065,PO-2024-03065,GRN-03065,VEND-0022,35SYN4697H1Z2,2024-07-03,PLNT-15,6584209.21,12,790105.11,7374314.32
INV/003066,PO-2024-03066,GRN-03066,VEND-0113,35SYN3853E1Z1,2024-03-28,PLNT-15,3164658.4,5,158232.92,3322891.32
INV/003067,PO-2024-03067,GRN-03067,VEND-0057,13SYN1204F1Z0,2025-02-24,PLNT-15,268402.04,12,32208.24,300610.28
INV/003068,PO-2024-03068,GRN-03068,VEND-0099,21SYN5685F1Z7,2024-02-07,PLNT-09,2994247.67,18,538964.58,3533212.25
INV/003069,PO-2024-03069,GRN-03069,VEND-0032,15SYN9081B1Z2,2024-05-11,PLNT-14,3091417.93,5,154570.9,3245988.83
INV/003070,PO-2024-03070,GRN-03070,VEND-0006,29SYN5618E1Z1,2025-05-10,PLNT-14,2999551.53,12,359946.18,3359497.71
INV/003071,PO-2024-03071,GRN-03071,VEND-0117,08SYN2481G1Z4,2024-09-16,PLNT-14,82297.04,5,4114.85,86411.89
INV/003072,PO-2024-03072,GRN-03072,VEND-0099,21SYN5685F1Z7,2024-08-12,PLNT-03,3467707.85,5,173385.39,3641093.24
INV/003073,PO-2024-03073,GRN-03073,VEND-0030,12SYN7909B1Z7,2024-08-25,PLNT-10,3504470.74,12,420536.49,3925007.23
INV/003074,PO-2024-03074,GRN-03074,VEND-0042,18SYN8694E1Z5,2024-12-15,PLNT-02,3837681.87,5,191884.09,4029565.96
INV/003075,PO-2024-03075,GRN-03075,VEND-0112,31SYN5139H1Z7,2024-08-26,PLNT-10,67120.44,5,3356.02,70476.46
INV/003076,PO-2024-03076,GRN-03076,VEND-0059,26SYN5156B1Z6,2025-05-02,PLNT-11,790921.32,12,94910.56,885831.88
INV/003077,PO-2024-03077,GRN-03077,VEND-0069,18SYN3392H1Z6,2025-03-22,PLNT-02,3338357.98,5,166917.9,3505275.88
INV/003078,PO-2024-03078,GRN-03078,VEND-0070,35SYN3371H1Z7,2024-01-20,PLNT-08,6043426.58,12,725211.19,6768637.77
INV/003079,PO-2024-03079,GRN-03079,VEND-0097,20SYN5260B1Z7,2024-05-30,PLNT-15,4945332.81,12,593439.94,5538772.75
INV/003079-D,PO-2024-03079,GRN-03079,VEND-0097,20SYN5260B1Z7,2024-05-30,PLNT-15,4945332.81,12,593439.94,5538772.75
INV/003080,PO-2024-03080,GRN-03080,VEND-0096,34SYN2449G1Z5,2024-09-14,PLNT-09,7167730.68,12,860127.68,8027858.36
INV/003081,PO-2024-03081,GRN-03081,VEND-0018,08SYN4274A1Z4,2025-01-18,PLNT-09,4935472.15,12,592256.66,5527728.81
INV/003082,PO-2024-03082,GRN-03082,VEND-0055,16SYN4657B1Z3,2024-06-30,PLNT-12,4382285.7,5,219114.29,4601399.99
INV/003083,PO-2024-03083,GRN-03083,VEND-0026,18SYN3971A1Z2,2024-04-07,PLNT-07,5379341.4,5,268967.07,5648308.47
INV/003084,PO-2024-03084,GRN-03084,VEND-0060,07SYN9104G1Z4,2024-12-30,PLNT-13,1451156.02,12,174138.72,1625294.74
INV/003085,PO-2024-03085,GRN-03085,VEND-0118,03SYN3688G1Z3,2024-04-28,PLNT-06,1254894.36,12,150587.32,1405481.68
INV/003086,PO-2024-03086,GRN-03086,VEND-0114,35SYN6712E1ZX,2024-02-21,PLNT-05,1494982.88,5,74749.14,1569732.02
INV/003087,PO-2024-03087,GRN-03087,VEND-0068,33SYN5455H1Z6,2024-09-12,PLNT-07,4490621.51,12,538874.58,5029496.09
INV/003088,PO-2024-03088,GRN-03088,VEND-0114,35SYN6712E1Z2,2024-12-16,PLNT-08,434330.44,12,52119.65,486450.09
INV/003089,PO-2024-03089,GRN-03089,VEND-0008,14SYN2642D1Z8,2024-10-07,PLNT-10,4091119.91,18,736401.58,4827521.49
INV/003090,PO-2024-03090,GRN-03090,VEND-0024,18SYN8160F1Z1,2024-11-12,PLNT-13,745.18,18,134.13,879.31
INV/003091,PO-2024-03091,GRN-03091,VEND-0032,15SYN9081B1Z2,2024-11-03,PLNT-09,3180986.41,5,159049.32,3340035.73
INV/003092,PO-2024-03092,GRN-03092,VEND-0022,35SYN4697H1Z2,2024-10-15,PLNT-14,6690264.27,5,334513.21,7024777.48
INV/003093,PO-2024-03093,GRN-03093,VEND-0077,21SYN2590G1Z4,2024-05-15,PLNT-07,5648301.12,5,282415.06,5930716.18
INV/003094,PO-2024-03094,GRN-03094,VEND-0010,30SYN5908D1Z3,2025-01-18,PLNT-12,2035267.78,5,101763.39,2137031.17
INV/003095,PO-2024-03095,GRN-03095,VEND-0120,33SYN1818E1Z6,2024-06-24,PLNT-10,3271015.02,12,392521.8,3663536.82
INV/003096,PO-2024-03096,GRN-03096,VEND-0080,17SYN3777F1Z5,2024-04-04,PLNT-04,38099.16,5,1904.96,40004.12
INV/003097,PO-2024-03097,GRN-03097,VEND-0108,05SYN6531D1Z8,2025-02-06,PLNT-02,2865206.23,12,343824.75,3209030.98
INV/003098,PO-2024-03098,,VEND-0098,11SYN9583H1Z2,2025-05-13,PLNT-14,525468.75,5,26273.44,551742.19
INV/003099,PO-2024-03099,GRN-03099,VEND-0081,06SYN6256H1Z0,2025-06-28,PLNT-05,411006.4,12,49320.77,460327.17
INV/003100,PO-2024-03100,GRN-03100,VEND-0086,07SYN7098D1Z0,2025-01-23,PLNT-12,6716056.06,5,335802.8,7051858.86
INV/003101,PO-2024-03101,GRN-03101,VEND-0020,07SYN7689A1Z6,2025-01-13,PLNT-03,4654512.82,12,558541.54,5213054.36
INV/003102,PO-2024-03102,GRN-03102,VEND-0055,16SYN4657B1Z3,2024-01-29,PLNT-12,3303997.92,5,165199.9,3469197.82
INV/003103,PO-2024-03103,GRN-03103,VEND-0085,08SYN3968A1Z5,2025-02-08,PLNT-03,184899.66,18,33281.94,218181.6
INV/003103-D,PO-2024-03103,GRN-03103,VEND-0085,08SYN3968A1Z5,2025-02-08,PLNT-03,184899.66,18,33281.94,218181.6
INV/003104,PO-2024-03104,GRN-03104,VEND-0093,18SYN8043D1Z0,2025-03-28,PLNT-06,136119.0,5,6805.95,142924.95
INV/003105,PO-2024-03105,GRN-03105,VEND-0021,34SYN7702E1Z3,2024-06-25,PLNT-13,432192.15,5,21609.61,453801.76
INV/003106,PO-2024-03106,GRN-03106,VEND-0067,13SYN9656C1Z3,2024-05-23,PLNT-02,6060222.37,12,727226.68,6787449.05
INV/003107,PO-2024-03107,GRN-03107,VEND-0025,18SYN2169F1Z6,2024-11-21,PLNT-05,1056814.8,12,126817.78,1183632.58
INV/003108,PO-2024-03108,GRN-03108,VEND-0026,18SYN3971A1Z2,2024-03-22,PLNT-04,1172649.52,5,58632.48,1231282.0
INV/003109,PO-2024-03109,GRN-03109,VEND-0030,12SYN7909B1Z7,2025-06-17,PLNT-08,1866056.92,12,223926.83,2089983.75
INV/003110,PO-2024-03110,GRN-03110,VEND-0026,18SYN3971A1Z2,2025-01-13,PLNT-14,8292116.23,5,414605.81,8706722.04
INV/003111,PO-2024-03111,GRN-03111,VEND-0016,35SYN5010G1Z8,2024-04-13,PLNT-03,2494456.8,5,124722.84,2619179.64
INV/003112,PO-2024-03112,GRN-03112,VEND-0056,30SYN3890E1Z1,2024-04-21,PLNT-12,1684377.8,5,84218.89,1768596.69
INV/003113,PO-2024-03113,GRN-03113,VEND-0120,33SYN1818E1Z6,2024-10-18,PLNT-14,1027213.66,5,51360.68,1078574.34
INV/003114,PO-2024-03114,GRN-03114,VEND-0029,24SYN7301G1Z0,2024-03-27,PLNT-08,2635211.83,12,316225.42,2951437.25
INV/003115,PO-2024-03115,GRN-03115,VEND-0054,29SYN9963D1ZX,2024-02-15,PLNT-05,1839723.58,12,220766.83,2060490.41
INV/003116,PO-2024-03116,GRN-03116,VEND-0033,10SYN7141H1Z5,2025-05-10,PLNT-14,5128865.18,5,256443.26,5385308.44
INV/003117,PO-2024-03117,GRN-03117,VEND-0075,26SYN2821G1Z6,2024-10-03,PLNT-11,4050318.89,18,729057.4,4779376.29
INV/003118,PO-2024-03118,GRN-03118,VEND-0098,11SYN9583H1Z2,2024-12-20,PLNT-07,1348711.26,5,67435.56,1416146.82
INV/003119,PO-2024-03119,GRN-03119,VEND-0108,05SYN6531D1Z8,2024-01-11,PLNT-13,2542550.68,18,457659.12,3000209.8
INV/003120,PO-2024-03120,GRN-03120,VEND-0023,33SYN4333E1Z0,2024-11-27,PLNT-01,9448530.05,5,472426.5,9920956.55
INV/003121,PO-2024-03121,GRN-03121,VEND-0114,35SYN6712E1Z2,2024-12-18,PLNT-09,2168667.19,18,390360.09,2559027.28
INV/003122,PO-2024-03122,GRN-03122,VEND-0088,07SYN3699H1Z8,2024-10-02,PLNT-01,1234975.22,18,222295.54,1457270.76
INV/003123,PO-2024-03123,GRN-03123,VEND-0100,17SYN3560A1Z0,2024-12-18,PLNT-13,5174565.72,18,931421.83,6105987.55
INV/003124,PO-2024-03124,GRN-03124,VEND-0083,28SYN4741C1Z7,2024-01-21,PLNT-15,93148.32,12,11177.8,104326.12
INV/003125,PO-2024-03125,GRN-03125,VEND-0069,18SYN3392H1Z6,2025-07-09,PLNT-11,2892556.95,12,347106.83,3239663.78
INV/003126,PO-2024-03126,GRN-03126,VEND-0060,07SYN9104G1Z4,2025-02-09,PLNT-04,539380.89,12,64725.71,604106.6
INV/003127,PO-2024-03127,GRN-03127,VEND-0034,06SYN8493G1Z1,2024-11-08,PLNT-06,4000159.24,18,720028.66,4720187.9
INV/003128,PO-2024-03128,GRN-03128,VEND-0055,16SYN4657B1Z3,2025-02-12,PLNT-03,4449001.42,12,533880.17,4982881.59
INV/003129,PO-2024-03129,GRN-03129,VEND-0094,04SYN3482H1Z4,2025-04-12,PLNT-12,1581155.4,12,189738.65,1770894.05
INV/003130,PO-2024-03130,GRN-03130,VEND-0060,07SYN9104G1Z4,2024-06-13,PLNT-09,491827.71,5,24591.39,516419.1
INV/003131,PO-2024-03131,GRN-03131,VEND-0078,31SYN1175A1Z6,2024-03-04,PLNT-03,3128558.79,18,563140.58,3691699.37
INV/003132,PO-2024-03132,GRN-03132,VEND-0075,26SYN2821G1Z6,2024-04-21,PLNT-11,2007990.72,18,361438.33,2369429.05
INV/003133,PO-2024-03133,GRN-03133,VEND-0029,24SYN7301G1Z0,2025-03-25,PLNT-09,5064439.41,12,607732.73,5672172.14
INV/003134,PO-2024-03134,GRN-03134,VEND-0115,23SYN5634C1Z8,2025-04-09,PLNT-04,2263454.3,12,271614.52,2535068.82
INV/003135,PO-2024-03135,GRN-03135,VEND-0091,12SYN1205G1Z1,2024-05-03,PLNT-08,600870.18,12,72104.42,672974.6
INV/003135-D,PO-2024-03135,GRN-03135,VEND-0091,12SYN1205G1Z1,2024-05-03,PLNT-08,600870.18,12,72104.42,672974.6
INV/003136,PO-2024-03136,GRN-03136,VEND-0073,04SYN1867D1Z4,2025-01-01,PLNT-07,2180302.35,18,392454.42,2572756.77
INV/003137,PO-2024-03137,GRN-03137,VEND-0026,18SYN3971A1Z2,2024-06-01,PLNT-01,2675952.13,12,321114.26,2997066.39
INV/003138,PO-2024-03138,GRN-03138,VEND-0045,05SYN6032E1Z7,2024-08-02,PLNT-10,3408402.52,5,170420.13,3578822.65
INV/003139,PO-2024-03139,GRN-03139,VEND-0038,29SYN6000D1Z4,2024-08-12,PLNT-10,8492359.43,18,1528624.7,10020984.13
INV/003140,PO-2024-03140,GRN-03140,VEND-0022,35SYN4697H1ZX,2024-07-23,PLNT-06,84001.8,5,4200.09,88201.89
INV/003141,PO-2024-03141,GRN-03141,VEND-0011,17SYN3044F1Z0,2025-03-21,PLNT-09,1004697.6,12,120563.71,1125261.31
INV/003142,PO-2024-03142,GRN-03142,VEND-0034,06SYN8493G1Z1,2025-04-26,PLNT-11,1921809.12,5,96090.46,2017899.58
INV/003143,PO-2024-03143,GRN-03143,VEND-0019,19SYN1394E1Z4,2024-02-14,PLNT-15,87893.1,5,4394.66,92287.76
INV/003143-D,PO-2024-03143,GRN-03143,VEND-0019,19SYN1394E1Z4,2024-02-14,PLNT-15,87893.1,5,4394.66,92287.76
INV/003144,PO-2024-03144,GRN-03144,VEND-0100,17SYN3560A1Z0,2024-04-16,PLNT-11,2273322.02,18,409197.96,2682519.98
INV/003145,PO-2024-03145,GRN-03145,VEND-0046,12SYN6424A1Z0,2025-06-05,PLNT-03,2156548.98,5,107827.45,2264376.43
INV/003146,PO-2024-03146,GRN-03146,VEND-0038,29SYN6000D1Z4,2025-02-15,PLNT-07,2912686.06,12,349522.33,3262208.39
INV/003147,PO-2024-03147,GRN-03147,VEND-0105,06SYN3530G1Z2,2024-12-22,PLNT-06,2625849.85,12,315101.98,2940951.83
INV/003148,PO-2024-03148,GRN-03148,VEND-0093,18SYN8043D1Z0,2025-03-10,PLNT-13,2102598.22,12,252311.79,2354910.01
INV/003149,PO-2024-03149,GRN-03149,VEND-0074,33SYN2148A1Z4,2024-05-07,PLNT-10,235806.97,18,42445.25,278252.22
INV/003150,PO-2024-03150,GRN-03150,VEND-0062,26SYN5460E1Z4,2024-07-22,PLNT-11,1837004.74,12,220440.57,2057445.31
INV/003150-D,PO-2024-03150,GRN-03150,VEND-0062,26SYN5460E1Z4,2024-07-22,PLNT-11,1837004.74,12,220440.57,2057445.31
INV/003151,PO-2024-03151,GRN-03151,VEND-0093,18SYN8043D1Z0,2024-08-01,PLNT-12,3345915.54,5,167295.78,3513211.32
INV/003152,PO-2024-03152,GRN-03152,VEND-0067,13SYN9656C1Z3,2024-04-01,PLNT-06,4487224.67,5,224361.23,4711585.9
INV/003153,PO-2024-03153,GRN-03153,VEND-0118,03SYN3688G1Z3,2024-07-02,PLNT-15,3265532.02,12,391863.84,3657395.86
INV/003154,PO-2024-03154,GRN-03154,VEND-0111,21SYN4337E1Z2,2025-05-10,PLNT-04,5373006.51,12,644760.78,6017767.29
INV/003155,PO-2024-03155,GRN-03155,VEND-0101,14SYN8435H1Z0,2025-04-22,PLNT-07,1275327.44,18,229558.94,1504886.38
INV/003156,PO-2024-03156,GRN-03156,VEND-0072,17SYN7631F1Z2,2025-07-05,PLNT-08,1650945.49,5,82547.27,1733492.76
INV/003157,PO-2024-03157,GRN-03157,VEND-0070,35SYN3371H1Z7,2024-06-08,PLNT-02,2886073.07,18,519493.15,3405566.22
INV/003158,PO-2024-03158,GRN-03158,VEND-0044,24SYN6087B1Z4,2024-03-12,PLNT-03,9042993.32,12,1085159.2,10128152.52
INV/003159,PO-2024-03159,GRN-03159,VEND-0106,25SYN7571D1Z6,2024-03-02,PLNT-06,6132318.74,18,1103817.37,7236136.11
INV/003159-D,PO-2024-03159,GRN-03159,VEND-0106,25SYN7571D1Z6,2024-03-02,PLNT-06,6132318.74,18,1103817.37,7236136.11
INV/003160,PO-2024-03160,GRN-03160,VEND-0047,14SYN4930C1Z8,2024-12-12,PLNT-02,5309025.94,5,265451.3,5574477.24
INV/003161,PO-2024-03161,GRN-03161,VEND-0111,21SYN4337E1Z2,2024-11-22,PLNT-09,1997167.92,12,239660.15,2236828.07
INV/003162,PO-2024-03162,GRN-03162,VEND-0117,08SYN2481G1Z4,2025-05-15,PLNT-03,4522250.93,12,542670.11,5064921.04
INV/003163,PO-2024-03163,GRN-03163,VEND-0038,29SYN6000D1Z4,2025-02-18,PLNT-06,611542.5,12,73385.1,684927.6
INV/003164,PO-2024-03164,GRN-03164,VEND-0008,14SYN2642D1Z8,2024-12-27,PLNT-11,183362.72,5,9168.14,192530.86
INV/003165,PO-2024-03165,GRN-03165,VEND-0012,21SYN8990D1Z0,2024-11-21,PLNT-06,3203785.16,18,576681.33,3780466.49
INV/003166,PO-2024-03166,GRN-03166,VEND-0082,24SYN6658A1Z0,2024-08-03,PLNT-10,2077152.48,5,103857.62,2181010.1
INV/003167,PO-2024-03167,GRN-03167,VEND-0017,25SYN8004B1Z6,2025-06-08,PLNT-08,4239430.85,18,763097.55,5002528.4
INV/003168,PO-2024-03168,GRN-03168,VEND-0102,33SYN5884H1Z1,2024-10-19,PLNT-04,4383916.97,12,526070.04,4909987.01
INV/003169,PO-2024-03169,GRN-03169,VEND-0015,26SYN4190A1Z0,2025-06-28,PLNT-14,875852.06,5,43792.6,919644.66
INV/003170,PO-2024-03170,GRN-03170,VEND-0035,30SYN1066H1Z7,2024-09-26,PLNT-15,1059064.97,18,190631.69,1249696.66
INV/003171,PO-2024-03171,GRN-03171,VEND-0101,14SYN8435H1Z0,2024-04-06,PLNT-15,2208421.82,5,110421.09,2318842.91
INV/003172,PO-2024-03172,GRN-03172,VEND-0039,19SYN6118B1Z0,2024-03-08,PLNT-08,2723550.88,5,136177.54,2859728.42
INV/003173,PO-2024-03173,GRN-03173,VEND-0036,29SYN8022A1Z5,2024-09-02,PLNT-03,2401245.0,12,288149.4,2689394.4
INV/003174,PO-2024-03174,GRN-03174,VEND-0089,36SYN6228E1Z4,2024-02-04,PLNT-15,78280.2,5,3914.01,82194.21
INV/003175,PO-2024-03175,GRN-03175,VEND-0088,07SYN3699H1Z8,2025-06-20,PLNT-04,3674358.78,12,440923.05,4115281.83
INV/003176,PO-2024-03176,GRN-03176,VEND-0006,29SYN5618E1Z1,2024-12-08,PLNT-04,3157322.7,18,568318.09,3725640.79
INV/003177,PO-2024-03177,GRN-03177,VEND-0027,21SYN7027E1Z8,2024-10-28,PLNT-12,1379841.45,18,248371.46,1628212.91
INV/003178,PO-2024-03178,GRN-03178,VEND-0035,30SYN1066H1Z7,2025-01-29,PLNT-14,1180089.16,5,59004.46,1239093.62
INV/003179,PO-2024-03179,GRN-03179,VEND-0065,23SYN4255D1Z8,2025-06-08,PLNT-05,4404646.38,18,792836.35,5197482.73
INV/003180,PO-2024-03180,GRN-03180,VEND-0105,06SYN3530G1Z2,2025-02-26,PLNT-14,2413909.88,18,434503.78,2848413.66
INV/003181,PO-2024-03181,GRN-03181,VEND-0109,36SYN3071D1Z2,2024-12-19,PLNT-04,3848634.67,12,461836.16,4310470.83
INV/003182,PO-2024-03182,GRN-03182,VEND-0021,34SYN7702E1Z3,2024-08-07,PLNT-14,4526171.56,18,814710.88,5340882.44
INV/003183,PO-2024-03183,GRN-03183,VEND-0112,31SYN5139H1Z7,2024-08-22,PLNT-03,43440.4,18,7819.27,51259.67
INV/003184,PO-2024-03184,GRN-03184,VEND-0062,26SYN5460E1Z4,2024-05-10,PLNT-09,8584.58,12,1030.15,9614.73
INV/003185,PO-2024-03185,GRN-03185,VEND-0020,07SYN7689A1Z6,2024-10-18,PLNT-09,150373.5,18,27067.23,177440.73
INV/003186,PO-2024-03186,GRN-03186,VEND-0003,05SYN7275D1Z1,2024-09-10,PLNT-02,4867049.37,5,243352.47,5110401.84
INV/003187,PO-2024-03187,GRN-03187,VEND-0082,24SYN6658A1Z0,2025-05-06,PLNT-11,2704689.92,5,135234.5,2839924.42
INV/003188,PO-2024-03188,GRN-03188,VEND-0035,30SYN1066H1Z7,2024-09-18,PLNT-06,4134140.66,5,206707.03,4340847.69
INV/003189,PO-2024-03189,GRN-03189,VEND-0054,29SYN9963D1Z5,2024-02-05,PLNT-06,3040725.83,5,152036.29,3192762.12
INV/003190,PO-2024-03190,GRN-03190,VEND-0081,06SYN6256H1Z0,2025-06-12,PLNT-13,4198981.44,5,209949.07,4408930.51
INV/003191,PO-2024-03191,GRN-03191,VEND-0070,35SYN3371H1Z7,2025-04-18,PLNT-06,3560218.38,12,427226.21,3987444.59
INV/003192,PO-2024-03192,GRN-03192,VEND-0019,19SYN1394E1Z4,2024-12-26,PLNT-04,1164218.55,12,139706.23,1303924.78
INV/003193,PO-2024-03193,GRN-03193,VEND-0074,33SYN2148A1Z4,2024-10-10,PLNT-12,2344786.84,18,422061.63,2766848.47
INV/003194,PO-2024-03194,GRN-03194,VEND-0045,05SYN6032E1Z7,2024-11-13,PLNT-09,4454496.58,5,222724.83,4677221.41
INV/003195,PO-2024-03195,GRN-03195,VEND-0016,35SYN5010G1Z8,2024-06-26,PLNT-07,2174867.8,12,260984.14,2435851.94
INV/003196,PO-2024-03196,GRN-03196,VEND-0085,08SYN3968A1Z5,2025-03-06,PLNT-04,690451.65,18,124281.3,814732.95
INV/003197,PO-2024-03197,GRN-03197,VEND-0118,03SYN3688G1Z3,2025-05-01,PLNT-04,416584.08,12,49990.09,466574.17
INV/003197-D,PO-2024-03197,GRN-03197,VEND-0118,03SYN3688G1Z3,2025-05-01,PLNT-04,416584.08,12,49990.09,466574.17
INV/003198,PO-2024-03198,GRN-03198,VEND-0092,35SYN4762F1Z4,2024-09-10,PLNT-02,2793288.67,12,335194.64,3128483.31
INV/003199,PO-2024-03199,GRN-03199,VEND-0046,12SYN6424A1Z0,2024-10-07,PLNT-11,4216456.04,18,758962.09,4975418.13
INV/003200,PO-2024-03200,GRN-03200,VEND-0036,29SYN8022A1Z5,2025-05-12,PLNT-13,1397.07,12,167.65,1564.72
INV/003201,PO-2024-03201,GRN-03201,VEND-0035,30SYN1066H1Z7,2025-02-15,PLNT-07,1064172.39,18,191551.03,1255723.42
INV/003202,PO-2024-03202,GRN-03202,VEND-0076,12SYN8277G1Z5,2025-04-19,PLNT-05,451703.6,5,22585.18,474288.78
INV/003203,PO-2024-03203,GRN-03203,VEND-0117,08SYN2481G1ZX,2024-10-06,PLNT-11,3941865.58,5,197093.28,4138958.86
INV/003204,PO-2024-03204,GRN-03204,VEND-0048,09SYN3488B1ZX,2024-07-11,PLNT-03,1411406.64,12,169368.8,1580775.44
INV/003205,PO-2024-03205,GRN-03205,VEND-0077,21SYN2590G1Z4,2025-04-22,PLNT-02,636226.71,5,31811.34,668038.05
INV/003206,PO-2024-03206,GRN-03206,VEND-0087,08SYN6288G1Z7,2025-02-21,PLNT-02,3531501.04,12,423780.12,3955281.16
INV/003207,PO-2024-03207,GRN-03207,VEND-0072,17SYN7631F1Z2,2024-01-22,PLNT-06,1085220.73,18,195339.73,1280560.46
INV/003208,PO-2024-03208,GRN-03208,VEND-0006,29SYN5618E1Z1,2024-03-07,PLNT-06,267468.72,5,13373.44,280842.16
INV/003209,PO-2024-03209,GRN-03209,VEND-0018,08SYN4274A1Z4,2024-07-14,PLNT-12,3306992.28,12,396839.07,3703831.35
INV/003210,PO-2024-03210,GRN-03210,VEND-0065,23SYN4255D1Z8,2024-02-27,PLNT-11,2436400.88,12,292368.11,2728768.99
