emp_id,manager_support,growth_opportunity,work_life_balance,recognition,pay_fairness,survey_month
EMP-00871,3.4,3.9,5.0,2.0,3.1,2025-06
EMP-00872,3.1,4.3,3.4,4.0,4.3,2025-06
EMP-00873,3.3,3.2,3.5,4.2,3.8,2025-06
EMP-00874,3.7,3.9,4.0,4.7,4.4,2025-06
EMP-00875,4.6,3.9,4.7,3.5,5.0,2025-06
EMP-00876,3.2,3.6,2.9,3.0,2.0,2025-06
EMP-00877,3.5,2.8,3.1,2.9,3.3,2025-06
EMP-00878,2.5,3.1,2.1,2.4,2.8,2025-06
EMP-00879,4.1,3.7,4.0,4.5,3.5,2025-06
EMP-00880,2.5,2.6,2.7,2.6,2.8,2025-06
EMP-00881,2.7,2.8,3.0,2.2,3.7,2025-06
EMP-00882,2.1,2.3,2.5,2.8,2.0,2025-06
EMP-00883,4.0,3.2,4.9,4.2,4.7,2025-06
EMP-00884,3.5,3.3,3.0,2.0,3.4,2025-06
EMP-00885,1.8,2.2,2.3,1.7,2.4,2025-06
EMP-00886,2.4,1.2,2.7,2.0,1.7,2025-06
EMP-00887,3.2,1.9,2.9,3.7,4.2,2025-06
EMP-00888,3.0,3.6,3.3,2.9,3.2,2025-06
EMP-00889,2.5,3.6,3.2,2.3,3.7,2025-06
EMP-00890,3.6,3.3,4.6,2.6,3.4,2025-06
EMP-00891,2.8,3.7,3.8,4.1,4.0,2025-06
EMP-00892,2.9,4.1,5.0,3.6,4.4,2025-06
EMP-00893,3.3,5.0,5.0,3.4,4.1,2025-06
EMP-00894,1.6,2.0,1.4,1.5,1.0,2025-06
EMP-00895,1.8,2.6,2.5,3.0,3.0,2025-06
EMP-00896,3.0,3.6,4.1,5.0,3.4,2025-06
EMP-00897,3.8,2.7,4.2,3.6,3.0,2025-06
EMP-00898,4.3,4.6,4.4,4.6,4.3,2025-06
EMP-00899,2.5,2.3,2.7,1.9,1.7,2025-06
EMP-00900,2.6,3.7,1.9,3.1,3.2,2025-06
EMP-00901,3.1,4.1,2.7,2.5,3.4,2025-06
EMP-00902,4.0,2.8,3.4,4.4,3.2,2025-06
EMP-00903,2.6,3.0,3.0,3.1,3.5,2025-06
EMP-00904,3.4,4.2,2.8,3.1,3.5,2025-06
EMP-00905,3.9,3.3,3.8,2.8,3.8,2025-06
EMP-00906,4.6,5.0,3.9,5.0,4.9,2025-06
EMP-00907,4.8,4.8,4.5,4.5,5.0,2025-06
EMP-00908,2.4,3.6,2.9,3.3,2.2,2025-06
EMP-00909,4.1,3.4,4.1,3.8,3.6,2025-06
EMP-00910,4.1,5.0,3.8,4.6,4.4,2025-06
EMP-00911,3.9,2.5,3.3,3.6,4.3,2025-06
EMP-00912,3.0,3.3,2.5,2.6,3.4,2025-06
EMP-00913,2.6,3.6,4.3,3.6,3.5,2025-06
EMP-00914,2.3,1.0,2.7,1.3,1.3,2025-06
EMP-00915,2.9,3.4,3.6,3.7,3.7,2025-06
EMP-00916,1.3,1.4,2.2,2.7,2.4,2025-06
EMP-00917,2.9,3.6,3.1,3.5,3.2,2025-06
EMP-00918,1.5,2.6,2.7,2.8,2.9,2025-06
EMP-00919,2.1,3.4,4.0,3.7,3.6,2025-06
EMP-00920,3.1,3.9,3.8,4.4,3.6,2025-06
EMP-00921,3.2,3.6,3.6,4.5,3.6,2025-06
EMP-00922,3.4,4.2,2.2,3.3,3.4,2025-06
EMP-00923,3.2,3.4,3.9,3.2,4.1,2025-06
EMP-00924,4.7,4.6,3.7,5.0,4.5,2025-06
EMP-00925,3.8,3.3,3.0,3.0,2.9,2025-06
EMP-00926,1.7,3.4,3.7,3.2,3.8,2025-06
EMP-00927,3.1,1.9,3.6,2.5,2.1,2025-06
EMP-00928,4.5,4.7,4.9,4.4,4.8,2025-06
EMP-00929,4.0,4.3,4.2,4.1,2.7,2025-06
EMP-00930,1.6,3.6,2.5,2.1,1.9,2025-06
EMP-00931,3.1,3.8,4.8,2.7,4.3,2025-06
EMP-00932,2.6,3.0,3.9,2.5,2.0,2025-06
EMP-00933,3.9,4.9,4.5,5.0,5.0,2025-06
EMP-00934,4.8,4.5,3.2,3.6,4.3,2025-06
EMP-00935,1.9,2.1,2.7,3.1,2.4,2025-06
EMP-00936,4.4,3.1,3.5,3.5,4.2,2025-06
EMP-00937,5.0,5.0,4.2,4.3,4.1,2025-06
EMP-00938,3.6,3.9,4.5,5.0,4.2,2025-06
EMP-00939,2.1,1.5,1.0,2.0,2.6,2025-06
EMP-00940,3.2,3.4,3.4,3.6,3.4,2025-06
EMP-00941,3.6,3.6,3.8,2.6,3.7,2025-06
EMP-00942,3.6,3.7,3.2,3.5,3.6,2025-06
EMP-00943,4.8,4.2,4.4,3.6,3.7,2025-06
EMP-00944,3.6,3.0,3.6,2.2,2.4,2025-06
EMP-00945,3.0,2.5,2.0,3.7,2.8,2025-06
EMP-00946,4.9,4.0,4.3,3.8,3.6,2025-06
EMP-00947,3.2,2.5,2.1,1.8,2.2,2025-06
EMP-00948,2.3,3.0,2.5,2.3,3.5,2025-06
EMP-00949,1.5,2.9,3.1,1.1,1.5,2025-06
EMP-00950,3.6,3.5,4.4,3.8,3.9,2025-06
EMP-00951,2.7,2.8,3.1,3.1,4.0,2025-06
EMP-00952,3.6,4.7,4.3,4.8,4.6,2025-06
EMP-00953,2.8,2.4,2.2,2.9,2.9,2025-06
EMP-00954,2.0,1.7,2.0,1.5,1.9,2025-06
EMP-00955,3.4,1.9,3.9,2.6,3.8,2025-06
EMP-00956,3.4,4.0,4.7,4.5,2.5,2025-06
EMP-00957,3.8,3.8,4.7,3.1,4.0,2025-06
EMP-00958,1.1,2.2,2.1,2.4,2.0,2025-06
EMP-00959,3.3,4.1,3.9,3.4,3.3,2025-06
EMP-00960,1.5,2.7,3.2,2.0,2.4,2025-06
EMP-00961,3.1,2.8,2.9,2.5,3.9,2025-06
EMP-00962,5.0,4.5,3.6,5.0,3.8,2025-06
EMP-00963,1.5,1.0,2.5,1.0,1.0,2025-06
EMP-00964,3.9,2.6,3.0,4.1,3.3,2025-06
EMP-00965,3.4,5.0,4.4,4.4,3.9,2025-06
EMP-00966,2.6,2.7,3.2,2.4,3.6,2025-06
EMP-00967,3.8,2.7,4.1,3.6,3.0,2025-06
EMP-00968,4.6,4.0,5.0,5.0,3.5,2025-06
EMP-00969,5.0,5.0,4.6,4.5,5.0,2025-06
EMP-00970,5.0,4.5,5.0,3.8,4.9,2025-06
EMP-00971,5.0,4.5,4.8,4.9,5.0,2025-06
EMP-00972,2.8,2.6,2.2,2.9,3.1,2025-06
EMP-00973,2.1,2.2,1.0,1.8,1.0,2025-06
EMP-00974,3.2,3.2,3.3,3.7,2.6,2025-06
EMP-00975,4.4,4.6,3.1,3.6,4.0,2025-06
EMP-00976,1.5,3.0,2.6,1.2,2.4,2025-06
EMP-00977,2.8,2.3,1.7,2.6,2.1,2025-06
EMP-00978,3.3,2.5,2.5,2.8,2.8,2025-06
EMP-00979,2.7,3.2,3.5,4.5,3.8,2025-06
EMP-00980,2.5,3.5,3.7,3.9,3.0,2025-06
EMP-00981,2.7,1.5,2.2,3.1,2.3,2025-06
EMP-00982,4.0,4.3,4.3,3.4,3.6,2025-06
EMP-00983,2.6,1.6,2.5,2.2,2.2,2025-06
EMP-00984,2.3,2.5,3.0,2.6,3.5,2025-06
EMP-00985,2.8,2.4,1.9,2.4,2.0,2025-06
EMP-00986,4.4,4.1,3.6,3.4,3.8,2025-06
EMP-00987,2.2,2.2,3.5,2.8,2.5,2025-06
EMP-00988,3.6,3.9,5.0,3.9,4.0,2025-06
EMP-00989,3.4,3.6,2.8,3.4,3.9,2025-06
EMP-00990,3.1,2.8,3.1,4.2,3.1,2025-06
EMP-00991,5.0,4.9,3.9,5.0,4.7,2025-06
EMP-00992,3.9,2.7,4.1,4.1,3.7,2025-06
EMP-00993,2.9,2.8,2.3,3.4,3.6,2025-06
EMP-00994,2.5,3.6,3.1,2.8,3.1,2025-06
EMP-00995,1.4,2.8,3.0,2.6,1.0,2025-06
EMP-00996,4.1,3.0,3.1,3.3,2.9,2025-06
EMP-00997,4.1,3.1,3.1,2.9,3.3,2025-06
EMP-00998,1.6,1.6,2.5,1.4,2.1,2025-06
EMP-00999,2.3,1.3,2.6,3.4,1.1,2025-06
EMP-01000,2.8,2.8,2.2,3.6,3.1,2025-06
EMP-01001,1.3,2.2,2.5,2.2,2.8,2025-06
EMP-01002,2.5,3.1,2.9,3.8,3.8,2025-06
EMP-01003,3.5,3.5,4.2,3.7,3.5,2025-06
EMP-01004,3.2,3.6,3.4,4.3,2.3,2025-06
EMP-01005,3.9,3.3,4.8,3.8,3.7,2025-06
EMP-01006,3.9,3.5,2.3,3.0,3.8,2025-06
EMP-01007,3.2,4.1,3.5,2.9,3.0,2025-06
EMP-01008,2.0,3.8,2.5,2.4,3.8,2025-06
EMP-01009,3.7,3.9,3.9,2.1,4.2,2025-06
EMP-01010,2.7,4.4,3.2,3.7,3.4,2025-06
EMP-01011,2.4,2.9,1.0,2.9,2.4,2025-06
EMP-01012,2.9,3.4,3.7,4.3,3.5,2025-06
EMP-01013,3.5,2.7,3.4,3.7,3.1,2025-06
EMP-01014,3.6,4.2,3.2,3.5,3.5,2025-06
EMP-01015,3.6,3.8,3.4,3.2,4.9,2025-06
EMP-01016,3.2,3.9,2.1,2.5,3.7,2025-06
EMP-01017,4.5,4.5,3.0,3.1,3.9,2025-06
EMP-01018,5.0,4.5,4.5,3.7,3.4,2025-06
EMP-01019,3.1,2.4,3.0,2.0,1.7,2025-06
EMP-01020,2.3,2.5,1.6,2.0,3.7,2025-06
EMP-01021,2.4,1.6,4.3,2.7,3.4,2025-06
EMP-01022,2.3,2.4,1.4,2.3,2.8,2025-06
EMP-01023,4.5,4.3,4.0,2.6,3.3,2025-06
EMP-01024,5.0,5.0,4.5,4.3,4.1,2025-06
EMP-01025,4.3,4.5,3.9,5.0,4.1,2025-06
EMP-01026,2.7,1.3,2.6,3.2,1.0,2025-06
EMP-01027,4.2,3.8,4.0,4.1,3.6,2025-06
EMP-01028,4.1,3.5,3.1,4.8,3.7,2025-06
EMP-01029,1.4,1.4,2.0,1.6,1.3,2025-06
EMP-01030,3.3,1.9,3.5,3.1,2.7,2025-06
EMP-01031,2.3,2.9,3.4,3.7,3.4,2025-06
EMP-01032,5.0,3.9,4.4,4.2,4.1,2025-06
EMP-01033,1.8,3.5,2.8,2.0,3.1,2025-06
EMP-01034,4.0,2.5,3.9,4.5,4.4,2025-06
EMP-01035,3.0,3.9,3.6,3.6,3.8,2025-06
EMP-01036,1.7,2.0,1.5,2.7,2.1,2025-06
EMP-01037,3.2,1.7,1.5,3.5,2.4,2025-06
EMP-01038,4.8,5.0,5.0,5.0,4.1,2025-06
EMP-01039,1.8,4.0,3.2,2.3,1.9,2025-06
EMP-01040,4.1,4.9,4.5,4.0,4.7,2025-06
EMP-01041,4.0,4.3,3.8,4.0,3.2,2025-06
EMP-01042,3.8,2.6,2.9,3.7,2.9,2025-06
EMP-01043,1.5,2.2,3.1,2.4,2.3,2025-06
EMP-01044,3.6,2.7,2.6,3.1,1.8,2025-06
EMP-01045,5.0,4.4,5.0,4.9,4.6,2025-06
EMP-01046,3.3,3.0,4.0,3.5,3.7,2025-06
EMP-01047,1.5,2.1,1.4,2.2,1.6,2025-06
EMP-01048,3.8,4.3,4.5,4.4,4.5,2025-06
EMP-01049,2.0,2.4,2.8,2.0,1.5,2025-06
EMP-01050,2.2,3.6,2.8,3.1,2.5,2025-06
EMP-01051,3.4,4.0,3.9,3.8,3.0,2025-06
EMP-01052,4.3,4.3,5.0,5.0,4.9,2025-06
EMP-01053,4.5,4.1,2.7,4.1,4.1,2025-06
EMP-01054,3.1,3.2,3.4,3.1,2.4,2025-06
EMP-01055,3.1,3.9,4.2,2.8,3.7,2025-06
EMP-01056,4.1,4.7,3.7,4.8,2.7,2025-06
EMP-01057,4.3,4.7,5.0,5.0,5.0,2025-06
EMP-01058,3.4,2.9,3.2,2.1,2.3,2025-06
EMP-01059,2.4,3.8,2.2,3.6,3.8,2025-06
EMP-01060,3.2,2.9,3.2,2.6,3.1,2025-06
EMP-01061,4.1,4.2,4.0,3.9,4.6,2025-06
EMP-01062,4.0,3.9,4.3,4.7,3.6,2025-06
EMP-01063,2.1,3.0,2.1,1.7,1.6,2025-06
EMP-01064,3.2,3.1,2.4,3.2,3.2,2025-06
EMP-01065,1.7,2.2,2.8,2.1,2.6,2025-06
EMP-01066,4.3,3.6,3.0,4.4,4.0,2025-06
EMP-01067,1.0,2.2,3.2,2.2,2.7,2025-06
EMP-01068,2.9,1.4,2.9,1.7,2.5,2025-06
EMP-01069,4.3,4.6,5.0,4.6,4.7,2025-06
EMP-01070,3.9,2.4,3.6,2.8,3.7,2025-06
EMP-01071,4.2,3.4,3.0,3.4,3.3,2025-06
EMP-01072,3.5,2.8,3.4,4.8,4.5,2025-06
EMP-01073,4.1,3.0,3.8,4.3,4.3,2025-06
EMP-01074,3.2,3.4,2.9,2.2,2.0,2025-06
EMP-01075,2.3,2.3,2.6,2.8,3.7,2025-06
EMP-01076,2.8,3.3,3.2,3.5,3.3,2025-06
EMP-01077,4.2,4.5,3.9,4.5,4.3,2025-06
EMP-01078,2.6,3.4,2.9,3.7,3.4,2025-06
EMP-01079,2.8,2.7,2.9,2.7,4.0,2025-06
EMP-01080,4.3,3.7,3.3,3.6,3.9,2025-06
EMP-01081,5.0,4.6,4.8,5.0,5.0,2025-06
EMP-01082,3.4,4.1,3.9,4.5,3.8,2025-06
EMP-01083,3.2,2.9,2.7,3.0,3.0,2025-06
EMP-01084,4.8,4.9,4.3,5.0,4.2,2025-06
EMP-01085,3.5,5.0,4.5,5.0,4.7,2025-06
EMP-01086,3.9,4.1,3.8,4.6,5.0,2025-06
EMP-01087,3.5,1.8,3.7,3.3,2.6,2025-06
EMP-01088,3.6,2.3,2.5,2.5,3.1,2025-06
EMP-01089,1.2,2.3,1.7,1.7,2.6,2025-06
EMP-01090,5.0,4.3,4.6,3.9,3.2,2025-06
EMP-01091,2.8,3.7,2.7,2.5,3.7,2025-06
EMP-01092,1.5,2.0,1.3,1.3,2.1,2025-06
EMP-01093,4.4,5.0,4.1,4.8,4.7,2025-06
EMP-01094,2.9,1.9,3.6,3.4,2.1,2025-06
EMP-01095,2.8,3.1,4.3,3.7,2.7,2025-06
EMP-01096,2.1,2.0,3.1,2.3,1.0,2025-06
EMP-01097,4.3,3.8,4.6,3.7,3.0,2025-06
EMP-01098,3.0,4.4,3.2,2.8,4.4,2025-06
EMP-01099,3.5,3.9,2.9,2.7,3.2,2025-06
EMP-01100,3.6,2.9,3.8,3.7,3.5,2025-06
EMP-01101,4.8,4.0,5.0,4.5,5.0,2025-06
EMP-01102,2.0,3.8,2.8,2.3,1.6,2025-06
EMP-01103,2.3,2.8,3.3,2.8,2.9,2025-06
EMP-01104,5.0,4.1,3.7,3.2,3.0,2025-06
EMP-01105,3.4,3.3,3.5,2.7,2.7,2025-06
EMP-01106,2.2,2.2,2.0,3.3,2.7,2025-06
EMP-01107,5.0,5.0,3.4,4.4,4.3,2025-06
EMP-01108,3.6,3.7,4.4,3.7,2.9,2025-06
EMP-01109,3.7,4.9,3.5,3.1,2.9,2025-06
EMP-01110,3.0,3.9,2.8,3.4,5.0,2025-06
EMP-01111,1.7,2.4,3.3,3.1,3.2,2025-06
EMP-01112,2.9,4.5,2.1,3.2,3.0,2025-06
EMP-01113,3.0,3.7,3.6,3.0,3.9,2025-06
EMP-01114,4.5,3.8,3.9,4.8,5.0,2025-06
EMP-01115,4.2,3.0,4.8,3.6,4.5,2025-06
EMP-01116,2.5,3.0,2.9,2.3,2.5,2025-06
EMP-01117,3.5,4.9,4.7,4.2,3.9,2025-06
EMP-01118,1.5,2.1,1.2,2.7,2.4,2025-06
EMP-01119,4.1,3.3,2.1,3.0,3.0,2025-06
EMP-01120,2.8,3.3,2.2,1.9,3.1,2025-06
EMP-01121,3.5,3.0,3.0,2.9,2.7,2025-06
EMP-01122,5.0,4.6,5.0,4.8,5.0,2025-06
EMP-01123,1.7,1.7,2.8,2.4,2.7,2025-06
EMP-01124,3.2,3.0,3.0,1.5,1.9,2025-06
EMP-01125,3.4,4.2,3.3,3.9,4.0,2025-06
EMP-01126,3.6,3.7,3.3,2.9,3.7,2025-06
EMP-01127,4.0,3.7,3.6,2.9,3.0,2025-06
EMP-01128,3.4,5.0,5.0,4.0,4.4,2025-06
EMP-01129,4.2,4.2,3.4,3.8,4.7,2025-06
EMP-01130,2.5,3.6,2.6,2.4,3.9,2025-06
EMP-01131,3.1,3.7,3.5,1.5,1.2,2025-06
EMP-01132,3.5,3.7,4.7,3.2,4.6,2025-06
EMP-01133,4.5,3.9,3.9,3.3,2.6,2025-06
EMP-01134,3.0,3.6,3.8,3.4,3.4,2025-06
EMP-01135,2.9,3.8,3.7,3.0,2.9,2025-06
EMP-01136,3.2,4.5,3.7,3.7,3.4,2025-06
EMP-01137,3.2,3.4,4.0,2.7,3.4,2025-06
EMP-01138,3.1,2.0,3.0,3.4,3.2,2025-06
EMP-01139,4.8,3.4,3.8,4.3,5.0,2025-06
EMP-01140,4.0,3.6,3.4,3.5,2.9,2025-06
EMP-01141,1.9,1.9,1.3,1.6,2.2,2025-06
EMP-01142,3.1,2.3,2.3,3.0,2.5,2025-06
EMP-01143,3.5,3.4,2.9,3.0,2.8,2025-06
EMP-01144,3.8,2.7,3.2,3.3,4.2,2025-06
EMP-01145,5.0,4.6,4.7,3.2,5.0,2025-06
EMP-01146,5.0,5.0,4.4,4.7,4.0,2025-06
EMP-01147,1.4,1.0,1.0,1.0,1.2,2025-06
EMP-01148,3.4,3.9,3.5,4.3,3.3,2025-06
EMP-01149,3.7,4.5,3.0,3.3,3.2,2025-06
EMP-01150,3.9,3.1,2.9,2.8,3.1,2025-06
EMP-01151,3.2,3.9,4.4,4.2,4.2,2025-06
EMP-01152,4.3,3.7,4.3,2.6,2.7,2025-06
EMP-01153,2.8,3.2,2.9,3.0,3.0,2025-06
EMP-01154,3.3,3.4,3.0,2.2,3.2,2025-06
EMP-01155,4.2,3.9,3.9,3.5,4.1,2025-06
EMP-01156,3.5,2.9,3.9,3.5,3.8,2025-06
EMP-01157,3.9,3.9,4.0,4.5,4.2,2025-06
EMP-01158,2.2,2.3,2.7,2.8,3.1,2025-06
EMP-01159,5.0,5.0,4.7,4.5,5.0,2025-06
EMP-01160,3.8,4.1,5.0,3.6,3.8,2025-06
EMP-01161,4.1,4.3,3.3,5.0,3.4,2025-06
EMP-01162,3.1,2.4,3.4,1.7,2.7,2025-06
EMP-01163,3.6,3.8,4.5,4.1,3.2,2025-06
EMP-01164,3.9,3.5,3.4,3.8,4.1,2025-06
EMP-01165,1.6,1.3,2.0,1.6,2.2,2025-06
EMP-01166,2.6,4.0,1.8,2.6,2.8,2025-06
EMP-01167,1.6,2.2,2.7,3.6,2.8,2025-06
EMP-01168,3.7,3.2,3.6,3.3,2.0,2025-06
EMP-01169,1.7,3.3,2.5,1.8,2.2,2025-06
EMP-01170,4.4,3.6,3.4,3.4,1.9,2025-06
EMP-01171,4.6,4.3,5.0,5.0,5.0,2025-06
EMP-01172,4.2,3.2,4.0,3.8,4.8,2025-06
EMP-01173,2.9,1.5,2.7,2.5,2.0,2025-06
EMP-01174,3.1,2.6,2.0,1.7,2.6,2025-06
EMP-01175,3.1,3.2,1.6,4.5,3.4,2025-06
EMP-01176,1.4,1.9,2.3,2.5,1.4,2025-06
EMP-01177,3.6,4.6,3.7,4.8,3.6,2025-06
EMP-01178,4.4,4.6,5.0,4.8,4.9,2025-06
EMP-01179,2.8,2.0,3.0,2.9,3.0,2025-06
EMP-01180,2.8,4.4,3.5,3.1,3.5,2025-06
EMP-01181,2.8,2.3,3.0,3.6,2.8,2025-06
EMP-01182,1.0,3.1,2.1,3.7,2.3,2025-06
EMP-01183,3.4,4.0,2.5,4.2,4.0,2025-06
EMP-01184,2.9,2.8,2.3,4.2,3.9,2025-06
EMP-01185,2.2,3.3,2.0,2.8,1.5,2025-06
EMP-01186,1.7,2.0,1.9,1.5,1.0,2025-06
EMP-01187,3.6,3.3,2.5,3.7,2.8,2025-06
EMP-01188,5.0,3.2,4.1,4.9,4.1,2025-06
EMP-01189,4.6,3.0,5.0,3.8,3.8,2025-06
EMP-01190,4.9,5.0,4.7,4.7,4.8,2025-06
EMP-01191,2.8,3.3,2.8,2.9,2.8,2025-06
EMP-01192,4.4,5.0,4.2,4.5,4.1,2025-06
EMP-01193,3.5,3.9,2.5,2.5,3.2,2025-06
EMP-01194,4.3,3.8,3.7,4.1,3.4,2025-06
EMP-01195,5.0,4.8,4.8,5.0,5.0,2025-06
EMP-01196,4.4,2.8,3.5,4.3,5.0,2025-06
EMP-01197,4.9,4.8,4.0,4.6,4.0,2025-06
EMP-01198,2.4,2.7,3.6,1.8,1.7,2025-06
EMP-01199,3.6,3.1,2.8,2.7,3.4,2025-06
EMP-01200,2.7,3.3,3.6,2.9,3.0,2025-06
EMP-01201,3.3,3.9,2.9,3.0,3.4,2025-06
EMP-01202,3.9,4.2,2.8,3.8,2.3,2025-06
EMP-01203,2.3,2.7,4.6,3.4,2.4,2025-06
EMP-01204,2.7,3.0,2.1,3.0,2.7,2025-06
EMP-01205,2.5,3.2,1.6,3.3,3.2,2025-06
EMP-01206,3.2,4.9,2.8,4.4,3.5,2025-06
EMP-01207,3.2,3.4,3.2,3.3,3.4,2025-06
EMP-01208,1.9,2.3,1.6,1.8,2.5,2025-06
EMP-01209,2.7,2.4,1.4,1.9,2.3,2025-06
EMP-01210,3.2,2.8,1.7,3.3,2.2,2025-06
EMP-01211,1.7,2.5,2.9,1.0,2.3,2025-06
EMP-01212,1.6,2.9,2.9,2.2,3.5,2025-06
EMP-01213,2.6,2.7,2.2,3.0,2.5,2025-06
EMP-01214,3.1,2.9,1.9,3.0,2.9,2025-06
EMP-01215,2.4,2.8,2.3,2.9,2.9,2025-06
EMP-01216,5.0,4.7,5.0,4.6,4.4,2025-06
EMP-01217,1.3,1.4,2.9,2.9,1.6,2025-06
EMP-01218,4.5,4.9,4.4,4.5,4.3,2025-06
EMP-01219,3.2,3.6,3.0,2.2,3.2,2025-06
EMP-01220,2.7,2.4,2.5,3.2,3.3,2025-06
EMP-01221,2.7,3.4,4.1,4.4,3.4,2025-06
EMP-01222,3.0,3.3,3.5,3.0,3.0,2025-06
EMP-01223,2.8,3.8,2.6,1.6,3.4,2025-06
EMP-01224,5.0,5.0,4.8,5.0,5.0,2025-06
EMP-01225,1.7,2.1,1.9,1.0,1.3,2025-06
EMP-01226,3.9,3.0,4.1,3.0,3.3,2025-06
EMP-01227,2.4,3.8,3.4,3.3,3.1,2025-06
EMP-01228,4.6,4.6,4.8,3.8,4.9,2025-06
EMP-01229,4.5,2.6,2.5,3.0,3.9,2025-06
EMP-01230,5.0,5.0,5.0,5.0,5.0,2025-06
EMP-01231,3.2,3.6,3.5,4.2,4.1,2025-06
EMP-01232,1.4,1.0,2.2,1.2,1.5,2025-06
EMP-01233,1.5,1.8,2.6,1.7,1.7,2025-06
EMP-01234,3.3,3.4,4.6,4.5,3.0,2025-06
EMP-01235,3.6,2.4,2.1,2.5,2.2,2025-06
EMP-01236,4.5,2.7,5.0,3.3,4.1,2025-06
EMP-01237,2.1,2.4,3.1,3.3,3.4,2025-06
EMP-01238,1.8,3.2,2.2,2.5,2.3,2025-06
EMP-01239,2.5,2.5,3.3,2.9,2.8,2025-06
EMP-01240,4.0,4.5,3.6,4.2,2.7,2025-06
EMP-01241,1.8,1.8,1.6,1.2,1.7,2025-06
EMP-01242,3.8,4.2,4.2,3.5,3.9,2025-06
EMP-01243,4.2,3.9,4.7,4.1,3.6,2025-06
EMP-01244,2.6,2.8,2.8,2.1,3.4,2025-06
EMP-01245,1.9,3.3,1.8,2.3,3.0,2025-06
EMP-01246,4.3,3.6,3.7,2.9,3.9,2025-06
EMP-01247,3.2,4.0,2.8,2.8,3.5,2025-06
EMP-01248,1.6,1.8,2.0,2.4,1.7,2025-06
EMP-01249,5.0,4.8,5.0,4.9,5.0,2025-06
EMP-01250,3.2,2.6,1.3,2.6,1.7,2025-06
EMP-01251,2.1,2.0,2.6,2.4,2.0,2025-06
EMP-01252,3.5,3.1,3.4,4.0,4.2,2025-06
EMP-01253,4.4,3.3,3.2,3.9,3.3,2025-06
EMP-01254,5.0,3.8,4.0,5.0,5.0,2025-06
EMP-01255,2.2,3.3,3.1,3.3,1.9,2025-06
EMP-01256,3.8,3.2,2.9,1.9,3.0,2025-06
EMP-01257,4.7,4.1,3.6,3.8,3.6,2025-06
EMP-01258,4.0,3.3,3.9,4.6,3.5,2025-06
EMP-01259,3.3,4.0,4.0,4.0,2.7,2025-06
EMP-01260,3.4,3.9,4.5,4.2,3.4,2025-06
EMP-01261,4.5,3.6,3.1,3.1,3.3,2025-06
EMP-01262,3.5,4.2,3.4,3.0,3.1,2025-06
EMP-01263,4.4,4.4,4.5,4.4,4.8,2025-06
EMP-01264,4.5,2.8,3.2,3.4,3.2,2025-06
EMP-01265,3.5,5.0,5.0,4.6,4.4,2025-06
EMP-01266,4.5,4.9,4.2,3.9,5.0,2025-06
EMP-01267,2.9,3.9,2.9,2.3,3.5,2025-06
EMP-01268,4.9,3.9,5.0,4.2,3.6,2025-06
EMP-01269,1.7,2.6,2.1,3.0,3.3,2025-06
EMP-01270,3.4,2.6,3.6,2.7,3.3,2025-06
EMP-01271,3.4,2.8,3.8,3.8,3.7,2025-06
EMP-01272,3.3,3.9,4.1,3.4,3.5,2025-06
EMP-01273,3.3,3.3,4.4,3.0,2.8,2025-06
EMP-01274,4.0,2.9,4.2,4.1,2.9,2025-06
EMP-01275,3.5,3.1,3.6,4.3,4.1,2025-06
EMP-01276,5.0,5.0,5.0,5.0,5.0,2025-06
EMP-01277,4.1,3.9,2.8,4.3,3.3,2025-06
EMP-01278,2.4,2.2,2.4,2.3,3.0,2025-06
EMP-01279,2.5,2.5,2.8,2.2,3.5,2025-06
EMP-01280,3.7,4.3,3.9,4.3,2.7,2025-06
EMP-01281,3.3,2.6,4.6,4.6,3.9,2025-06
EMP-01282,3.6,4.0,4.2,3.9,3.5,2025-06
EMP-01283,2.0,1.5,2.2,2.6,2.9,2025-06
EMP-01284,5.0,5.0,4.4,4.0,4.5,2025-06
EMP-01285,5.0,5.0,5.0,5.0,5.0,2025-06
EMP-01286,3.1,2.3,2.4,3.7,2.5,2025-06
EMP-01287,5.0,4.8,4.9,5.0,5.0,2025-06
EMP-01288,3.5,4.4,3.4,3.5,3.9,2025-06
EMP-01289,4.6,3.8,5.0,4.4,4.9,2025-06
EMP-01290,4.1,3.8,4.3,3.7,2.7,2025-06
EMP-01291,3.6,3.8,3.2,4.1,3.4,2025-06
EMP-01292,4.8,3.0,4.2,4.7,4.2,2025-06
EMP-01293,1.4,3.4,2.5,2.8,3.0,2025-06
EMP-01294,4.3,3.7,5.0,2.7,3.4,2025-06
EMP-01295,4.3,5.0,3.2,5.0,3.9,2025-06
EMP-01296,3.4,4.0,4.3,4.8,4.5,2025-06
EMP-01297,2.4,2.8,3.4,3.5,2.4,2025-06
EMP-01298,3.3,2.9,3.0,3.3,4.1,2025-06
EMP-01299,5.0,3.9,3.9,3.9,5.0,2025-06
EMP-01300,4.7,4.0,3.1,4.7,5.0,2025-06
EMP-01301,5.0,4.7,5.0,4.4,3.4,2025-06
EMP-01302,3.6,3.5,3.7,3.4,4.1,2025-06
EMP-01303,2.8,1.8,3.2,4.0,2.4,2025-06
EMP-01304,1.9,2.5,2.5,1.9,3.5,2025-06
EMP-01305,2.9,2.9,4.6,3.4,4.0,2025-06
EMP-01306,4.0,4.3,4.1,3.8,3.9,2025-06
